Id,Source,Target,Type
2151,Cihan Talay,Ekin Türkmen,Undirected
2152,Hamza Yazýcý,Ekin Türkmen,Undirected
2153,Cihan Talay,Uður Bilgin,Undirected
2154,Hamza Yazýcý,Uður Bilgin,Undirected
2155,Hamza Yazýcý,Cihan Talay,Undirected
2156,Gökhan Yýkýlkan,Çetin Altay,Undirected
2157,Gülhan Tekin,Çetin Altay,Undirected
2158,Bilal Çatalçekiç,Çetin Altay,Undirected
2159,Ececan Gümeci,Çetin Altay,Undirected
2160,Buket Dereoðlu,Çetin Altay,Undirected
2161,Bahtiyar Engin,Çetin Altay,Undirected
2162,Hidayet Erdinç,Çetin Altay,Undirected
2163,Hülya Aydýn,Çetin Altay,Undirected
2164,Gülhan Tekin,Gökhan Yýkýlkan,Undirected
2165,Bilal Çatalçekiç,Gökhan Yýkýlkan,Undirected
2166,Seymen Aydýn,Gökhan Yýkýlkan,Undirected
2167,Ececan Gümeci,Gökhan Yýkýlkan,Undirected
2168,Buket Dereoðlu,Gökhan Yýkýlkan,Undirected
2169,Bahtiyar Engin,Gökhan Yýkýlkan,Undirected
2170,Hidayet Erdinç,Gökhan Yýkýlkan,Undirected
2171,Hülya Aydýn,Gökhan Yýkýlkan,Undirected
2172,Bilal Çatalçekiç,Gülhan Tekin,Undirected
2173,Seymen Aydýn,Gülhan Tekin,Undirected
2174,Ececan Gümeci,Gülhan Tekin,Undirected
2175,Buket Dereoðlu,Gülhan Tekin,Undirected
2176,Bahtiyar Engin,Gülhan Tekin,Undirected
2177,Hidayet Erdinç,Gülhan Tekin,Undirected
2178,Hülya Aydýn,Gülhan Tekin,Undirected
2179,Seymen Aydýn,Bilal Çatalçekiç,Undirected
2180,Ececan Gümeci,Bilal Çatalçekiç,Undirected
2181,Buket Dereoðlu,Bilal Çatalçekiç,Undirected
2182,Bahtiyar Engin,Bilal Çatalçekiç,Undirected
2183,Hidayet Erdinç,Bilal Çatalçekiç,Undirected
2184,Hülya Aydýn,Bilal Çatalçekiç,Undirected
2185,Ececan Gümeci,Seymen Aydýn,Undirected
2186,Buket Dereoðlu,Seymen Aydýn,Undirected
2187,Bahtiyar Engin,Seymen Aydýn,Undirected
2188,Hidayet Erdinç,Seymen Aydýn,Undirected
2189,Hülya Aydýn,Seymen Aydýn,Undirected
2190,Buket Dereoðlu,Ececan Gümeci,Undirected
2191,Bahtiyar Engin,Ececan Gümeci,Undirected
2192,Hidayet Erdinç,Ececan Gümeci,Undirected
2193,Hülya Aydýn,Ececan Gümeci,Undirected
2194,Bahtiyar Engin,Buket Dereoðlu,Undirected
2195,Hidayet Erdinç,Buket Dereoðlu,Undirected
2196,Hülya Aydýn,Buket Dereoðlu,Undirected
2197,Hidayet Erdinç,Bahtiyar Engin,Undirected
2198,Hülya Aydýn,Bahtiyar Engin,Undirected
2199,Hülya Aydýn,Hidayet Erdinç,Undirected
2200,Ýrfan Kangý,Hande Katipoðlu,Undirected
2201,Ceyhun Fersoy,Hande Katipoðlu,Undirected
2202,Zuhal Yalçýn,Hande Katipoðlu,Undirected
2203,Ceyhun Fersoy,Ýrfan Kangý,Undirected
2204,Zuhal Yalçýn,Ýrfan Kangý,Undirected
2205,Zuhal Yalçýn,Ceyhun Fersoy,Undirected
2206,Melis Sezen,Murat Dalkýlýç,Undirected
2207,Eren Hacýsalihoðlu,Murat Dalkýlýç,Undirected
2208,Serenay Aktaþ,Murat Dalkýlýç,Undirected
2209,Demet Gül,Murat Dalkýlýç,Undirected
2210,Gökay Müftüoðlu,Murat Dalkýlýç,Undirected
2211,Birsen Dürülü,Murat Dalkýlýç,Undirected
2212,Sadýk Gürbüz,Murat Dalkýlýç,Undirected
2213,Pýnar Þenol,Murat Dalkýlýç,Undirected
2214,Özlem Çakar,Murat Dalkýlýç,Undirected
2215,Levent Çimen,Murat Dalkýlýç,Undirected
2216,Tuba Karabey,Murat Dalkýlýç,Undirected
2217,Eren Hacýsalihoðlu,Melis Sezen,Undirected
2218,Serenay Aktaþ,Melis Sezen,Undirected
2219,Demet Gül,Melis Sezen,Undirected
2220,Gökay Müftüoðlu,Melis Sezen,Undirected
2221,Birsen Dürülü,Melis Sezen,Undirected
2222,Sadýk Gürbüz,Melis Sezen,Undirected
2223,Pýnar Þenol,Melis Sezen,Undirected
2224,Özlem Çakar,Melis Sezen,Undirected
2225,Levent Çimen,Melis Sezen,Undirected
2226,Tuba Karabey,Melis Sezen,Undirected
2227,Serenay Aktaþ,Eren Hacýsalihoðlu,Undirected
2228,Demet Gül,Eren Hacýsalihoðlu,Undirected
2229,Gökay Müftüoðlu,Eren Hacýsalihoðlu,Undirected
2230,Birsen Dürülü,Eren Hacýsalihoðlu,Undirected
2231,Sadýk Gürbüz,Eren Hacýsalihoðlu,Undirected
2232,Pýnar Þenol,Eren Hacýsalihoðlu,Undirected
2233,Özlem Çakar,Eren Hacýsalihoðlu,Undirected
2234,Levent Çimen,Eren Hacýsalihoðlu,Undirected
2235,Tuba Karabey,Eren Hacýsalihoðlu,Undirected
2236,Demet Gül,Serenay Aktaþ,Undirected
2237,Gökay Müftüoðlu,Serenay Aktaþ,Undirected
2238,Birsen Dürülü,Serenay Aktaþ,Undirected
2239,Sadýk Gürbüz,Serenay Aktaþ,Undirected
2240,Pýnar Þenol,Serenay Aktaþ,Undirected
2241,Özlem Çakar,Serenay Aktaþ,Undirected
2242,Levent Çimen,Serenay Aktaþ,Undirected
2243,Tuba Karabey,Serenay Aktaþ,Undirected
2244,Gökay Müftüoðlu,Demet Gül,Undirected
2245,Birsen Dürülü,Demet Gül,Undirected
2246,Sadýk Gürbüz,Demet Gül,Undirected
2247,Pýnar Þenol,Demet Gül,Undirected
2248,Özlem Çakar,Demet Gül,Undirected
2249,Levent Çimen,Demet Gül,Undirected
2250,Tuba Karabey,Demet Gül,Undirected
2251,Birsen Dürülü,Gökay Müftüoðlu,Undirected
2252,Sadýk Gürbüz,Gökay Müftüoðlu,Undirected
2253,Pýnar Þenol,Gökay Müftüoðlu,Undirected
2254,Özlem Çakar,Gökay Müftüoðlu,Undirected
2255,Levent Çimen,Gökay Müftüoðlu,Undirected
2256,Tuba Karabey,Gökay Müftüoðlu,Undirected
2257,Sadýk Gürbüz,Birsen Dürülü,Undirected
2258,Pýnar Þenol,Birsen Dürülü,Undirected
2259,Özlem Çakar,Birsen Dürülü,Undirected
2260,Levent Çimen,Birsen Dürülü,Undirected
2261,Tuba Karabey,Birsen Dürülü,Undirected
2262,Pýnar Þenol,Sadýk Gürbüz,Undirected
2263,Özlem Çakar,Sadýk Gürbüz,Undirected
2264,Levent Çimen,Sadýk Gürbüz,Undirected
2265,Tuba Karabey,Sadýk Gürbüz,Undirected
2266,Özlem Çakar,Pýnar Þenol,Undirected
2267,Levent Çimen,Pýnar Þenol,Undirected
2268,Tuba Karabey,Pýnar Þenol,Undirected
2269,Levent Çimen,Özlem Çakar,Undirected
2270,Tuba Karabey,Özlem Çakar,Undirected
2271,Tuba Karabey,Levent Çimen,Undirected
2272,Serkan Kuru,Gökhan Keser,Undirected
2273,Eren Pekgöz,Gökhan Keser,Undirected
2274,Selen Seyven,Gökhan Keser,Undirected
2275,Eda Erol,Gökhan Keser,Undirected
2276,Ahmet Yýldýrým Öcek,Gökhan Keser,Undirected
2277,Bengü Toksöz,Gökhan Keser,Undirected
2278,Aslý Bankoðlu,Gökhan Keser,Undirected
2279,Müge Sevgili,Gökhan Keser,Undirected
2280,Eren Pekgöz,Serkan Kuru,Undirected
2281,Selen Seyven,Serkan Kuru,Undirected
2282,Eda Erol,Serkan Kuru,Undirected
2283,Ahmet Yýldýrým Öcek,Serkan Kuru,Undirected
2284,Bengü Toksöz,Serkan Kuru,Undirected
2285,Aslý Bankoðlu,Serkan Kuru,Undirected
2286,Müge Sevgili,Serkan Kuru,Undirected
2287,Selen Seyven,Eren Pekgöz,Undirected
2288,Eda Erol,Eren Pekgöz,Undirected
2289,Ahmet Yýldýrým Öcek,Eren Pekgöz,Undirected
2290,Bengü Toksöz,Eren Pekgöz,Undirected
2291,Aslý Bankoðlu,Eren Pekgöz,Undirected
2292,Müge Sevgili,Eren Pekgöz,Undirected
2293,Eda Erol,Selen Seyven,Undirected
2294,Ahmet Yýldýrým Öcek,Selen Seyven,Undirected
2295,Bengü Toksöz,Selen Seyven,Undirected
2296,Aslý Bankoðlu,Selen Seyven,Undirected
2297,Müge Sevgili,Selen Seyven,Undirected
2298,Ahmet Yýldýrým Öcek,Eda Erol,Undirected
2299,Bengü Toksöz,Eda Erol,Undirected
2300,Müge Sevgili,Eda Erol,Undirected
2301,Bengü Toksöz,Ahmet Yýldýrým Öcek,Undirected
2302,Aslý Bankoðlu,Ahmet Yýldýrým Öcek,Undirected
2303,Müge Sevgili,Ahmet Yýldýrým Öcek,Undirected
2304,Aslý Bankoðlu,Bengü Toksöz,Undirected
2305,Müge Sevgili,Bengü Toksöz,Undirected
2306,Müge Sevgili,Aslý Bankoðlu,Undirected
2307,Bartu Küçükçaðlayan,Tolga Tekin,Undirected
2308,Tuðçe Altuð,Tolga Tekin,Undirected
2309,Serkan Keskin,Tolga Tekin,Undirected
2310,Hakan Karsak,Tolga Tekin,Undirected
2311,Ezgi Mola,Tolga Tekin,Undirected
2312,Ercan Kesal,Tolga Tekin,Undirected
2313,Bedir Bedir,Tolga Tekin,Undirected
2314,Gülçin Kültür Þahin,Tolga Tekin,Undirected
2315,Murat Saðlam,Tolga Tekin,Undirected
2316,Seda Türkmen,Tolga Tekin,Undirected
2317,Mustafa Kýrantepe,Tolga Tekin,Undirected
2318,Serkan Ercan,Tolga Tekin,Undirected
2319,Emin Alper,Tolga Tekin,Undirected
2320,Tuðçe Altuð,Bartu Küçükçaðlayan,Undirected
2321,Serkan Keskin,Bartu Küçükçaðlayan,Undirected
2322,Hakan Karsak,Bartu Küçükçaðlayan,Undirected
2323,Ezgi Mola,Bartu Küçükçaðlayan,Undirected
2324,Ercan Kesal,Bartu Küçükçaðlayan,Undirected
2325,Bedir Bedir,Bartu Küçükçaðlayan,Undirected
2326,Gülçin Kültür Þahin,Bartu Küçükçaðlayan,Undirected
2327,Murat Saðlam,Bartu Küçükçaðlayan,Undirected
2328,Seda Türkmen,Bartu Küçükçaðlayan,Undirected
2329,Mustafa Kýrantepe,Bartu Küçükçaðlayan,Undirected
2330,Serkan Ercan,Bartu Küçükçaðlayan,Undirected
2331,Emin Alper,Bartu Küçükçaðlayan,Undirected
2332,Serkan Keskin,Tuðçe Altuð,Undirected
2333,Hakan Karsak,Tuðçe Altuð,Undirected
2334,Ezgi Mola,Tuðçe Altuð,Undirected
2335,Ercan Kesal,Tuðçe Altuð,Undirected
2336,Bedir Bedir,Tuðçe Altuð,Undirected
2337,Gülçin Kültür Þahin,Tuðçe Altuð,Undirected
2338,Murat Saðlam,Tuðçe Altuð,Undirected
2339,Seda Türkmen,Tuðçe Altuð,Undirected
2340,Mustafa Kýrantepe,Tuðçe Altuð,Undirected
2341,Serkan Ercan,Tuðçe Altuð,Undirected
2342,Emin Alper,Tuðçe Altuð,Undirected
2343,Hakan Karsak,Serkan Keskin,Undirected
2344,Ezgi Mola,Serkan Keskin,Undirected
2345,Ercan Kesal,Serkan Keskin,Undirected
2346,Bedir Bedir,Serkan Keskin,Undirected
2347,Gülçin Kültür Þahin,Serkan Keskin,Undirected
2348,Murat Saðlam,Serkan Keskin,Undirected
2349,Seda Türkmen,Serkan Keskin,Undirected
2350,Mustafa Kýrantepe,Serkan Keskin,Undirected
2351,Serkan Ercan,Serkan Keskin,Undirected
2352,Emin Alper,Serkan Keskin,Undirected
2353,Ezgi Mola,Hakan Karsak,Undirected
2354,Ercan Kesal,Hakan Karsak,Undirected
2355,Bedir Bedir,Hakan Karsak,Undirected
2356,Gülçin Kültür Þahin,Hakan Karsak,Undirected
2357,Murat Saðlam,Hakan Karsak,Undirected
2358,Seda Türkmen,Hakan Karsak,Undirected
2359,Mustafa Kýrantepe,Hakan Karsak,Undirected
2360,Serkan Ercan,Hakan Karsak,Undirected
2361,Emin Alper,Hakan Karsak,Undirected
2362,Ercan Kesal,Ezgi Mola,Undirected
2363,Bedir Bedir,Ezgi Mola,Undirected
2364,Gülçin Kültür Þahin,Ezgi Mola,Undirected
2365,Murat Saðlam,Ezgi Mola,Undirected
2366,Seda Türkmen,Ezgi Mola,Undirected
2367,Mustafa Kýrantepe,Ezgi Mola,Undirected
2368,Serkan Ercan,Ezgi Mola,Undirected
2369,Emin Alper,Ezgi Mola,Undirected
2370,Bedir Bedir,Ercan Kesal,Undirected
2371,Gülçin Kültür Þahin,Ercan Kesal,Undirected
2372,Murat Saðlam,Ercan Kesal,Undirected
2373,Seda Türkmen,Ercan Kesal,Undirected
2374,Mustafa Kýrantepe,Ercan Kesal,Undirected
2375,Serkan Ercan,Ercan Kesal,Undirected
2376,Emin Alper,Ercan Kesal,Undirected
2377,Gülçin Kültür Þahin,Bedir Bedir,Undirected
2378,Murat Saðlam,Bedir Bedir,Undirected
2379,Seda Türkmen,Bedir Bedir,Undirected
2380,Mustafa Kýrantepe,Bedir Bedir,Undirected
2381,Serkan Ercan,Bedir Bedir,Undirected
2382,Emin Alper,Bedir Bedir,Undirected
2383,Murat Saðlam,Gülçin Kültür Þahin,Undirected
2384,Seda Türkmen,Gülçin Kültür Þahin,Undirected
2385,Mustafa Kýrantepe,Gülçin Kültür Þahin,Undirected
2386,Serkan Ercan,Gülçin Kültür Þahin,Undirected
2387,Emin Alper,Gülçin Kültür Þahin,Undirected
2388,Seda Türkmen,Murat Saðlam,Undirected
2389,Mustafa Kýrantepe,Murat Saðlam,Undirected
2390,Serkan Ercan,Murat Saðlam,Undirected
2391,Emin Alper,Murat Saðlam,Undirected
2392,Mustafa Kýrantepe,Seda Türkmen,Undirected
2393,Serkan Ercan,Seda Türkmen,Undirected
2394,Emin Alper,Seda Türkmen,Undirected
2395,Serkan Ercan,Mustafa Kýrantepe,Undirected
2396,Emin Alper,Mustafa Kýrantepe,Undirected
2397,Emin Alper,Serkan Ercan,Undirected
2398,Mehtap Yýlmaz,Cesur Doðan,Undirected
2399,Senem Kuyucuoðlu,Cesur Doðan,Undirected
2400,Levent Ýnanýr,Cesur Doðan,Undirected
2401,Volkan Baþ,Cesur Doðan,Undirected
2402,Hüseyin Elmalýpýnar,Cesur Doðan,Undirected
2403,Hülya Böceklioðlu,Cesur Doðan,Undirected
2404,Sertaç Akkaya,Cesur Doðan,Undirected
2405,Ýlkin Oðuzhan Çakýr,Cesur Doðan,Undirected
2406,Levent Aykul,Cesur Doðan,Undirected
2407,Selami Taner,Cesur Doðan,Undirected
2408,Tuncay Gençkalan,Cesur Doðan,Undirected
2409,Senem Kuyucuoðlu,Mehtap Yýlmaz,Undirected
2410,Levent Ýnanýr,Mehtap Yýlmaz,Undirected
2411,Volkan Baþ,Mehtap Yýlmaz,Undirected
2412,Hüseyin Elmalýpýnar,Mehtap Yýlmaz,Undirected
2413,Hülya Böceklioðlu,Mehtap Yýlmaz,Undirected
2414,Sertaç Akkaya,Mehtap Yýlmaz,Undirected
2415,Ýlkin Oðuzhan Çakýr,Mehtap Yýlmaz,Undirected
2416,Levent Aykul,Mehtap Yýlmaz,Undirected
2417,Selami Taner,Mehtap Yýlmaz,Undirected
2418,Tuncay Gençkalan,Mehtap Yýlmaz,Undirected
2419,Levent Ýnanýr,Senem Kuyucuoðlu,Undirected
2420,Volkan Baþ,Senem Kuyucuoðlu,Undirected
2421,Hüseyin Elmalýpýnar,Senem Kuyucuoðlu,Undirected
2422,Hülya Böceklioðlu,Senem Kuyucuoðlu,Undirected
2423,Sertaç Akkaya,Senem Kuyucuoðlu,Undirected
2424,Ýlkin Oðuzhan Çakýr,Senem Kuyucuoðlu,Undirected
2425,Levent Aykul,Senem Kuyucuoðlu,Undirected
2426,Selami Taner,Senem Kuyucuoðlu,Undirected
2427,Tuncay Gençkalan,Senem Kuyucuoðlu,Undirected
2428,Volkan Baþ,Levent Ýnanýr,Undirected
2429,Hüseyin Elmalýpýnar,Levent Ýnanýr,Undirected
2430,Hülya Böceklioðlu,Levent Ýnanýr,Undirected
2431,Sertaç Akkaya,Levent Ýnanýr,Undirected
2432,Ýlkin Oðuzhan Çakýr,Levent Ýnanýr,Undirected
2433,Levent Aykul,Levent Ýnanýr,Undirected
2434,Selami Taner,Levent Ýnanýr,Undirected
2435,Tuncay Gençkalan,Levent Ýnanýr,Undirected
2436,Hüseyin Elmalýpýnar,Volkan Baþ,Undirected
2437,Hülya Böceklioðlu,Volkan Baþ,Undirected
2438,Sertaç Akkaya,Volkan Baþ,Undirected
2439,Ýlkin Oðuzhan Çakýr,Volkan Baþ,Undirected
2440,Levent Aykul,Volkan Baþ,Undirected
2441,Selami Taner,Volkan Baþ,Undirected
2442,Tuncay Gençkalan,Volkan Baþ,Undirected
2443,Hülya Böceklioðlu,Hüseyin Elmalýpýnar,Undirected
2444,Sertaç Akkaya,Hüseyin Elmalýpýnar,Undirected
2445,Ýlkin Oðuzhan Çakýr,Hüseyin Elmalýpýnar,Undirected
2446,Levent Aykul,Hüseyin Elmalýpýnar,Undirected
2447,Selami Taner,Hüseyin Elmalýpýnar,Undirected
2448,Tuncay Gençkalan,Hüseyin Elmalýpýnar,Undirected
2449,Sertaç Akkaya,Hülya Böceklioðlu,Undirected
2450,Ýlkin Oðuzhan Çakýr,Hülya Böceklioðlu,Undirected
2451,Levent Aykul,Hülya Böceklioðlu,Undirected
2452,Selami Taner,Hülya Böceklioðlu,Undirected
2453,Tuncay Gençkalan,Hülya Böceklioðlu,Undirected
2454,Ýlkin Oðuzhan Çakýr,Sertaç Akkaya,Undirected
2455,Levent Aykul,Sertaç Akkaya,Undirected
2456,Selami Taner,Sertaç Akkaya,Undirected
2457,Tuncay Gençkalan,Sertaç Akkaya,Undirected
2458,Levent Aykul,Ýlkin Oðuzhan Çakýr,Undirected
2459,Selami Taner,Ýlkin Oðuzhan Çakýr,Undirected
2460,Tuncay Gençkalan,Ýlkin Oðuzhan Çakýr,Undirected
2461,Selami Taner,Levent Aykul,Undirected
2462,Tuncay Gençkalan,Selami Taner,Undirected
2463,Deniz Barut,Aslýhan Erer,Undirected
2464,Ahmet Ýlker Okumuþ,Aslýhan Erer,Undirected
2465,Mehmet Ali Karakuþ,Aslýhan Erer,Undirected
2466,Mehmet Uslu,Aslýhan Erer,Undirected
2467,Müge Boz,Aslýhan Erer,Undirected
2468,Burak Haktanýr,Aslýhan Erer,Undirected
2469,Selim Makaroðlu,Aslýhan Erer,Undirected
2470,Ercan Özdal,Aslýhan Erer,Undirected
2471,Ýbrahim Ethem Arslan,Aslýhan Erer,Undirected
2472,Safa Tabur,Aslýhan Erer,Undirected
2473,Ahmet Ýlker Okumuþ,Deniz Barut,Undirected
2474,Mehmet Ali Karakuþ,Deniz Barut,Undirected
2475,Mehmet Uslu,Deniz Barut,Undirected
2476,Müge Boz,Deniz Barut,Undirected
2477,Burak Haktanýr,Deniz Barut,Undirected
2478,Selim Makaroðlu,Deniz Barut,Undirected
2479,Ercan Özdal,Deniz Barut,Undirected
2480,Ýbrahim Ethem Arslan,Deniz Barut,Undirected
2481,Safa Tabur,Deniz Barut,Undirected
2482,Mehmet Ali Karakuþ,Ahmet Ýlker Okumuþ,Undirected
2483,Mehmet Uslu,Ahmet Ýlker Okumuþ,Undirected
2484,Müge Boz,Ahmet Ýlker Okumuþ,Undirected
2485,Burak Haktanýr,Ahmet Ýlker Okumuþ,Undirected
2486,Selim Makaroðlu,Ahmet Ýlker Okumuþ,Undirected
2487,Ercan Özdal,Ahmet Ýlker Okumuþ,Undirected
2488,Ýbrahim Ethem Arslan,Ahmet Ýlker Okumuþ,Undirected
2489,Safa Tabur,Ahmet Ýlker Okumuþ,Undirected
2490,Mehmet Uslu,Mehmet Ali Karakuþ,Undirected
2491,Müge Boz,Mehmet Ali Karakuþ,Undirected
2492,Burak Haktanýr,Mehmet Ali Karakuþ,Undirected
2493,Selim Makaroðlu,Mehmet Ali Karakuþ,Undirected
2494,Ercan Özdal,Mehmet Ali Karakuþ,Undirected
2495,Ýbrahim Ethem Arslan,Mehmet Ali Karakuþ,Undirected
2496,Safa Tabur,Mehmet Ali Karakuþ,Undirected
2497,Müge Boz,Mehmet Uslu,Undirected
2498,Burak Haktanýr,Mehmet Uslu,Undirected
2499,Selim Makaroðlu,Mehmet Uslu,Undirected
2500,Ercan Özdal,Mehmet Uslu,Undirected
2501,Ýbrahim Ethem Arslan,Mehmet Uslu,Undirected
2502,Safa Tabur,Mehmet Uslu,Undirected
2503,Burak Haktanýr,Müge Boz,Undirected
2504,Selim Makaroðlu,Müge Boz,Undirected
2505,Ercan Özdal,Müge Boz,Undirected
2506,Ýbrahim Ethem Arslan,Müge Boz,Undirected
2507,Safa Tabur,Müge Boz,Undirected
2508,Selim Makaroðlu,Burak Haktanýr,Undirected
2509,Ercan Özdal,Burak Haktanýr,Undirected
2510,Ýbrahim Ethem Arslan,Burak Haktanýr,Undirected
2511,Safa Tabur,Burak Haktanýr,Undirected
2512,Ercan Özdal,Selim Makaroðlu,Undirected
2513,Ýbrahim Ethem Arslan,Selim Makaroðlu,Undirected
2514,Safa Tabur,Selim Makaroðlu,Undirected
2515,Ýbrahim Ethem Arslan,Ercan Özdal,Undirected
2516,Safa Tabur,Ercan Özdal,Undirected
2517,Safa Tabur,Ýbrahim Ethem Arslan,Undirected
2518,Sinan Çalýþkanoðlu,Kadir Doðulu,Undirected
2519,Önder Açýkbaþ,Kadir Doðulu,Undirected
2520,Dila Danýþman,Kadir Doðulu,Undirected
2521,Hakan Meriçliler,Kadir Doðulu,Undirected
2522,Bengi Ýdil Uras,Kadir Doðulu,Undirected
2523,Önder Açýkbaþ,Sinan Çalýþkanoðlu,Undirected
2524,Dila Danýþman,Sinan Çalýþkanoðlu,Undirected
2525,Hakan Meriçliler,Sinan Çalýþkanoðlu,Undirected
2526,Bengi Ýdil Uras,Sinan Çalýþkanoðlu,Undirected
2527,Dila Danýþman,Önder Açýkbaþ,Undirected
2528,Hakan Meriçliler,Önder Açýkbaþ,Undirected
2529,Bengi Ýdil Uras,Önder Açýkbaþ,Undirected
2530,Hakan Meriçliler,Dila Danýþman,Undirected
2531,Bengi Ýdil Uras,Dila Danýþman,Undirected
2532,Bengi Ýdil Uras,Hakan Meriçliler,Undirected
2533,Derya Alabora,Altan Erkekli,Undirected
2534,Melis Tüzüngüç,Altan Erkekli,Undirected
2535,Durul Bazan,Altan Erkekli,Undirected
2536,Melis Tüzüngüç,Derya Alabora,Undirected
2537,Durul Bazan,Derya Alabora,Undirected
2538,Durul Bazan,Melis Tüzüngüç,Undirected
2539,Müge Ulusoy,Bekir Aksoy,Undirected
2540,Þebnem Köstem,Bekir Aksoy,Undirected
2541,Buket Dereoðlu,Bekir Aksoy,Undirected
2542,Hacý Ali Konuk,Bekir Aksoy,Undirected
2543,Fatih Ayhan,Bekir Aksoy,Undirected
2544,Sinan Gülþen,Bekir Aksoy,Undirected
2545,Deniz Oral,Bekir Aksoy,Undirected
2546,Abdullah Þekeroðlu,Bekir Aksoy,Undirected
2547,Nail Demir,Bekir Aksoy,Undirected
2548,Mehmet Kefli,Bekir Aksoy,Undirected
2549,Levent Aykul,Bekir Aksoy,Undirected
2550,Þebnem Köstem,Müge Ulusoy,Undirected
2551,Buket Dereoðlu,Müge Ulusoy,Undirected
2552,Hacý Ali Konuk,Müge Ulusoy,Undirected
2553,Fatih Ayhan,Müge Ulusoy,Undirected
2554,Sinan Gülþen,Müge Ulusoy,Undirected
2555,Deniz Oral,Müge Ulusoy,Undirected
2556,Abdullah Þekeroðlu,Müge Ulusoy,Undirected
2557,Nail Demir,Müge Ulusoy,Undirected
2558,Mehmet Kefli,Müge Ulusoy,Undirected
2559,Levent Aykul,Müge Ulusoy,Undirected
2560,Buket Dereoðlu,Þebnem Köstem,Undirected
2561,Hacý Ali Konuk,Þebnem Köstem,Undirected
2562,Fatih Ayhan,Þebnem Köstem,Undirected
2563,Sinan Gülþen,Þebnem Köstem,Undirected
2564,Deniz Oral,Þebnem Köstem,Undirected
2565,Abdullah Þekeroðlu,Þebnem Köstem,Undirected
2566,Nail Demir,Þebnem Köstem,Undirected
2567,Mehmet Kefli,Þebnem Köstem,Undirected
2568,Levent Aykul,Þebnem Köstem,Undirected
2569,Hacý Ali Konuk,Buket Dereoðlu,Undirected
2570,Fatih Ayhan,Buket Dereoðlu,Undirected
2571,Sinan Gülþen,Buket Dereoðlu,Undirected
2572,Deniz Oral,Buket Dereoðlu,Undirected
2573,Abdullah Þekeroðlu,Buket Dereoðlu,Undirected
2574,Nail Demir,Buket Dereoðlu,Undirected
2575,Mehmet Kefli,Buket Dereoðlu,Undirected
2576,Levent Aykul,Buket Dereoðlu,Undirected
2577,Fatih Ayhan,Hacý Ali Konuk,Undirected
2578,Sinan Gülþen,Hacý Ali Konuk,Undirected
2579,Deniz Oral,Hacý Ali Konuk,Undirected
2580,Abdullah Þekeroðlu,Hacý Ali Konuk,Undirected
2581,Nail Demir,Hacý Ali Konuk,Undirected
2582,Mehmet Kefli,Hacý Ali Konuk,Undirected
2583,Levent Aykul,Hacý Ali Konuk,Undirected
2584,Sinan Gülþen,Fatih Ayhan,Undirected
2585,Deniz Oral,Fatih Ayhan,Undirected
2586,Abdullah Þekeroðlu,Fatih Ayhan,Undirected
2587,Nail Demir,Fatih Ayhan,Undirected
2588,Mehmet Kefli,Fatih Ayhan,Undirected
2589,Levent Aykul,Fatih Ayhan,Undirected
2590,Deniz Oral,Sinan Gülþen,Undirected
2591,Abdullah Þekeroðlu,Sinan Gülþen,Undirected
2592,Nail Demir,Sinan Gülþen,Undirected
2593,Mehmet Kefli,Sinan Gülþen,Undirected
2594,Levent Aykul,Sinan Gülþen,Undirected
2595,Abdullah Þekeroðlu,Deniz Oral,Undirected
2596,Nail Demir,Deniz Oral,Undirected
2597,Mehmet Kefli,Deniz Oral,Undirected
2598,Levent Aykul,Deniz Oral,Undirected
2599,Nail Demir,Abdullah Þekeroðlu,Undirected
2600,Mehmet Kefli,Abdullah Þekeroðlu,Undirected
2601,Levent Aykul,Abdullah Þekeroðlu,Undirected
2602,Mehmet Kefli,Nail Demir,Undirected
2603,Levent Aykul,Nail Demir,Undirected
2604,Levent Aykul,Mehmet Kefli,Undirected
2605,Akasya Asýltürkmen,Gökçe Özyol,Undirected
2606,Taner Ergör,Gökçe Özyol,Undirected
2607,Ebru Karanfilci,Gökçe Özyol,Undirected
2608,Esin Civangil,Gökçe Özyol,Undirected
2609,Taner Ergör,Akasya Asýltürkmen,Undirected
2610,Ebru Karanfilci,Akasya Asýltürkmen,Undirected
2611,Esin Civangil,Akasya Asýltürkmen,Undirected
2612,Ebru Karanfilci,Taner Ergör,Undirected
2613,Esin Civangil,Taner Ergör,Undirected
2614,Esin Civangil,Ebru Karanfilci,Undirected
2615,Nez Demir,Nilay Toprak,Undirected
2616,Doðuþ,Nilay Toprak,Undirected
2617,Betül Demirkaya,Nilay Toprak,Undirected
