Id,Source,Target,Type
4714,Fýrat Albayram,Altan Erkekli,Undirected
4715,Irmak Aydýn,Altan Erkekli,Undirected
4716,Mustafa Karaoðlu,Altan Erkekli,Undirected
4717,Hasan Say,Altan Erkekli,Undirected
4718,Hülya Duyar,Altan Erkekli,Undirected
4719,Osman Alkaþ,Altan Erkekli,Undirected
4720,Deniz Yeþil Mavi,Altan Erkekli,Undirected
4721,Nural Demirhan,Altan Erkekli,Undirected
4722,Vural Ceylan,Altan Erkekli,Undirected
4723,Hande Katipoðlu,Toygan Avanoðlu,Undirected
4724,Sadi Celil Cengiz,Toygan Avanoðlu,Undirected
4725,Yusuf Çim,Toygan Avanoðlu,Undirected
4726,Özge Özacar,Toygan Avanoðlu,Undirected
4727,Giray Altýnok,Toygan Avanoðlu,Undirected
4728,Sami Aksu,Toygan Avanoðlu,Undirected
4729,Fýrat Albayram,Toygan Avanoðlu,Undirected
4730,Irmak Aydýn,Toygan Avanoðlu,Undirected
4731,Mustafa Karaoðlu,Toygan Avanoðlu,Undirected
4732,Hasan Say,Toygan Avanoðlu,Undirected
4733,Hülya Duyar,Toygan Avanoðlu,Undirected
4734,Osman Alkaþ,Toygan Avanoðlu,Undirected
4735,Deniz Yeþil Mavi,Toygan Avanoðlu,Undirected
4736,Nural Demirhan,Toygan Avanoðlu,Undirected
4737,Vural Ceylan,Toygan Avanoðlu,Undirected
4738,Sadi Celil Cengiz,Hande Katipoðlu,Undirected
4739,Yusuf Çim,Hande Katipoðlu,Undirected
4740,Özge Özacar,Hande Katipoðlu,Undirected
4741,Giray Altýnok,Hande Katipoðlu,Undirected
4742,Sami Aksu,Hande Katipoðlu,Undirected
4743,Fýrat Albayram,Hande Katipoðlu,Undirected
4744,Irmak Aydýn,Hande Katipoðlu,Undirected
4745,Mustafa Karaoðlu,Hande Katipoðlu,Undirected
4746,Hasan Say,Hande Katipoðlu,Undirected
4747,Hülya Duyar,Hande Katipoðlu,Undirected
4748,Osman Alkaþ,Hande Katipoðlu,Undirected
4749,Deniz Yeþil Mavi,Hande Katipoðlu,Undirected
4750,Nural Demirhan,Hande Katipoðlu,Undirected
4751,Vural Ceylan,Hande Katipoðlu,Undirected
4752,Yusuf Çim,Sadi Celil Cengiz,Undirected
4753,Özge Özacar,Sadi Celil Cengiz,Undirected
4754,Giray Altýnok,Sadi Celil Cengiz,Undirected
4755,Sami Aksu,Sadi Celil Cengiz,Undirected
4756,Fýrat Albayram,Sadi Celil Cengiz,Undirected
4757,Irmak Aydýn,Sadi Celil Cengiz,Undirected
4758,Mustafa Karaoðlu,Sadi Celil Cengiz,Undirected
4759,Hasan Say,Sadi Celil Cengiz,Undirected
4760,Hülya Duyar,Sadi Celil Cengiz,Undirected
4761,Osman Alkaþ,Sadi Celil Cengiz,Undirected
4762,Deniz Yeþil Mavi,Sadi Celil Cengiz,Undirected
4763,Nural Demirhan,Sadi Celil Cengiz,Undirected
4764,Vural Ceylan,Sadi Celil Cengiz,Undirected
4765,Özge Özacar,Yusuf Çim,Undirected
4766,Giray Altýnok,Yusuf Çim,Undirected
4767,Sami Aksu,Yusuf Çim,Undirected
4768,Fýrat Albayram,Yusuf Çim,Undirected
4769,Irmak Aydýn,Yusuf Çim,Undirected
4770,Mustafa Karaoðlu,Yusuf Çim,Undirected
4771,Hasan Say,Yusuf Çim,Undirected
4772,Hülya Duyar,Yusuf Çim,Undirected
4773,Osman Alkaþ,Yusuf Çim,Undirected
4774,Deniz Yeþil Mavi,Yusuf Çim,Undirected
4775,Nural Demirhan,Yusuf Çim,Undirected
4776,Vural Ceylan,Yusuf Çim,Undirected
4777,Giray Altýnok,Özge Özacar,Undirected
4778,Sami Aksu,Özge Özacar,Undirected
4779,Fýrat Albayram,Özge Özacar,Undirected
4780,Irmak Aydýn,Özge Özacar,Undirected
4781,Mustafa Karaoðlu,Özge Özacar,Undirected
4782,Hasan Say,Özge Özacar,Undirected
4783,Hülya Duyar,Özge Özacar,Undirected
4784,Osman Alkaþ,Özge Özacar,Undirected
4785,Deniz Yeþil Mavi,Özge Özacar,Undirected
4786,Nural Demirhan,Özge Özacar,Undirected
4787,Vural Ceylan,Özge Özacar,Undirected
4788,Sami Aksu,Giray Altýnok,Undirected
4789,Fýrat Albayram,Giray Altýnok,Undirected
4790,Irmak Aydýn,Giray Altýnok,Undirected
4791,Mustafa Karaoðlu,Giray Altýnok,Undirected
4792,Hasan Say,Giray Altýnok,Undirected
4793,Hülya Duyar,Giray Altýnok,Undirected
4794,Osman Alkaþ,Giray Altýnok,Undirected
4795,Deniz Yeþil Mavi,Giray Altýnok,Undirected
4796,Nural Demirhan,Giray Altýnok,Undirected
4797,Vural Ceylan,Giray Altýnok,Undirected
4798,Fýrat Albayram,Sami Aksu,Undirected
4799,Irmak Aydýn,Sami Aksu,Undirected
4800,Mustafa Karaoðlu,Sami Aksu,Undirected
4801,Hasan Say,Sami Aksu,Undirected
4802,Hülya Duyar,Sami Aksu,Undirected
4803,Osman Alkaþ,Sami Aksu,Undirected
4804,Deniz Yeþil Mavi,Sami Aksu,Undirected
4805,Nural Demirhan,Sami Aksu,Undirected
4806,Vural Ceylan,Sami Aksu,Undirected
4807,Irmak Aydýn,Fýrat Albayram,Undirected
4808,Mustafa Karaoðlu,Fýrat Albayram,Undirected
4809,Hasan Say,Fýrat Albayram,Undirected
4810,Hülya Duyar,Fýrat Albayram,Undirected
4811,Osman Alkaþ,Fýrat Albayram,Undirected
4812,Deniz Yeþil Mavi,Fýrat Albayram,Undirected
4813,Nural Demirhan,Fýrat Albayram,Undirected
4814,Vural Ceylan,Fýrat Albayram,Undirected
4815,Mustafa Karaoðlu,Irmak Aydýn,Undirected
4816,Hasan Say,Irmak Aydýn,Undirected
4817,Hülya Duyar,Irmak Aydýn,Undirected
4818,Osman Alkaþ,Irmak Aydýn,Undirected
4819,Deniz Yeþil Mavi,Irmak Aydýn,Undirected
4820,Nural Demirhan,Irmak Aydýn,Undirected
4821,Vural Ceylan,Irmak Aydýn,Undirected
4822,Hasan Say,Mustafa Karaoðlu,Undirected
4823,Hülya Duyar,Mustafa Karaoðlu,Undirected
4824,Osman Alkaþ,Mustafa Karaoðlu,Undirected
4825,Deniz Yeþil Mavi,Mustafa Karaoðlu,Undirected
4826,Nural Demirhan,Mustafa Karaoðlu,Undirected
4827,Vural Ceylan,Mustafa Karaoðlu,Undirected
4828,Hülya Duyar,Hasan Say,Undirected
4829,Osman Alkaþ,Hasan Say,Undirected
4830,Deniz Yeþil Mavi,Hasan Say,Undirected
4831,Nural Demirhan,Hasan Say,Undirected
4832,Vural Ceylan,Hasan Say,Undirected
4833,Osman Alkaþ,Hülya Duyar,Undirected
4834,Deniz Yeþil Mavi,Hülya Duyar,Undirected
4835,Nural Demirhan,Hülya Duyar,Undirected
4836,Vural Ceylan,Hülya Duyar,Undirected
4837,Deniz Yeþil Mavi,Osman Alkaþ,Undirected
4838,Nural Demirhan,Osman Alkaþ,Undirected
4839,Vural Ceylan,Osman Alkaþ,Undirected
4840,Nural Demirhan,Deniz Yeþil Mavi,Undirected
4841,Vural Ceylan,Deniz Yeþil Mavi,Undirected
4842,Vural Ceylan,Nural Demirhan,Undirected
4843,Ozan Güven,Cem Yýlmaz,Undirected
4844,Zafer Algöz,Cem Yýlmaz,Undirected
4845,Uraz Kaygýlaroðlu,Cem Yýlmaz,Undirected
4846,Can Yýlmaz,Cem Yýlmaz,Undirected
4847,Cem Davran,Cem Yýlmaz,Undirected
4848,Cemre Ebüzziya,Cem Yýlmaz,Undirected
4849,Umut Kurt,Cem Yýlmaz,Undirected
4850,Bala Atabek,Cem Yýlmaz,Undirected
4851,Özkan Uður,Cem Yýlmaz,Undirected
4852,Necip Memili,Cem Yýlmaz,Undirected
4853,Nilperi Þahinkaya,Cem Yýlmaz,Undirected
4854,Bahadýr Efe,Cem Yýlmaz,Undirected
4855,Bahtiyar Memili,Cem Yýlmaz,Undirected
4856,Gürkan Deniz Akhanlý,Cem Yýlmaz,Undirected
4857,Mert Kurtoðlu,Cem Yýlmaz,Undirected
4858,Aliþan Uður,Cem Yýlmaz,Undirected
4859,Tamay Kýlýç,Cem Yýlmaz,Undirected
4860,Þirincan Çakýroðlu,Cem Yýlmaz,Undirected
4861,Sami Hamidi,Cem Yýlmaz,Undirected
4862,Zafer Algöz,Ozan Güven,Undirected
4863,Uraz Kaygýlaroðlu,Ozan Güven,Undirected
4864,Can Yýlmaz,Ozan Güven,Undirected
4865,Cem Davran,Ozan Güven,Undirected
4866,Cemre Ebüzziya,Ozan Güven,Undirected
4867,Umut Kurt,Ozan Güven,Undirected
4868,Bala Atabek,Ozan Güven,Undirected
4869,Özkan Uður,Ozan Güven,Undirected
4870,Necip Memili,Ozan Güven,Undirected
4871,Nilperi Þahinkaya,Ozan Güven,Undirected
4872,Bahadýr Efe,Ozan Güven,Undirected
4873,Bahtiyar Memili,Ozan Güven,Undirected
4874,Gürkan Deniz Akhanlý,Ozan Güven,Undirected
4875,Mert Kurtoðlu,Ozan Güven,Undirected
4876,Aliþan Uður,Ozan Güven,Undirected
4877,Tamay Kýlýç,Ozan Güven,Undirected
4878,Þirincan Çakýroðlu,Ozan Güven,Undirected
4879,Sami Hamidi,Ozan Güven,Undirected
4880,Uraz Kaygýlaroðlu,Zafer Algöz,Undirected
4881,Can Yýlmaz,Zafer Algöz,Undirected
4882,Cem Davran,Zafer Algöz,Undirected
4883,Cemre Ebüzziya,Zafer Algöz,Undirected
4884,Umut Kurt,Zafer Algöz,Undirected
4885,Bala Atabek,Zafer Algöz,Undirected
4886,Özkan Uður,Zafer Algöz,Undirected
4887,Necip Memili,Zafer Algöz,Undirected
4888,Nilperi Þahinkaya,Zafer Algöz,Undirected
4889,Bahadýr Efe,Zafer Algöz,Undirected
4890,Bahtiyar Memili,Zafer Algöz,Undirected
4891,Gürkan Deniz Akhanlý,Zafer Algöz,Undirected
4892,Mert Kurtoðlu,Zafer Algöz,Undirected
4893,Aliþan Uður,Zafer Algöz,Undirected
4894,Tamay Kýlýç,Zafer Algöz,Undirected
4895,Þirincan Çakýroðlu,Zafer Algöz,Undirected
4896,Sami Hamidi,Zafer Algöz,Undirected
4897,Can Yýlmaz,Uraz Kaygýlaroðlu,Undirected
4898,Cem Davran,Uraz Kaygýlaroðlu,Undirected
4899,Cemre Ebüzziya,Uraz Kaygýlaroðlu,Undirected
4900,Umut Kurt,Uraz Kaygýlaroðlu,Undirected
4901,Bala Atabek,Uraz Kaygýlaroðlu,Undirected
4902,Özkan Uður,Uraz Kaygýlaroðlu,Undirected
4903,Necip Memili,Uraz Kaygýlaroðlu,Undirected
4904,Nilperi Þahinkaya,Uraz Kaygýlaroðlu,Undirected
4905,Bahadýr Efe,Uraz Kaygýlaroðlu,Undirected
4906,Bahtiyar Memili,Uraz Kaygýlaroðlu,Undirected
4907,Gürkan Deniz Akhanlý,Uraz Kaygýlaroðlu,Undirected
4908,Mert Kurtoðlu,Uraz Kaygýlaroðlu,Undirected
4909,Aliþan Uður,Uraz Kaygýlaroðlu,Undirected
4910,Tamay Kýlýç,Uraz Kaygýlaroðlu,Undirected
4911,Þirincan Çakýroðlu,Uraz Kaygýlaroðlu,Undirected
4912,Sami Hamidi,Uraz Kaygýlaroðlu,Undirected
4913,Cem Davran,Can Yýlmaz,Undirected
4914,Cemre Ebüzziya,Can Yýlmaz,Undirected
4915,Umut Kurt,Can Yýlmaz,Undirected
4916,Bala Atabek,Can Yýlmaz,Undirected
4917,Özkan Uður,Can Yýlmaz,Undirected
4918,Necip Memili,Can Yýlmaz,Undirected
4919,Nilperi Þahinkaya,Can Yýlmaz,Undirected
4920,Bahadýr Efe,Can Yýlmaz,Undirected
4921,Bahtiyar Memili,Can Yýlmaz,Undirected
4922,Gürkan Deniz Akhanlý,Can Yýlmaz,Undirected
4923,Mert Kurtoðlu,Can Yýlmaz,Undirected
4924,Aliþan Uður,Can Yýlmaz,Undirected
4925,Tamay Kýlýç,Can Yýlmaz,Undirected
4926,Þirincan Çakýroðlu,Can Yýlmaz,Undirected
4927,Sami Hamidi,Can Yýlmaz,Undirected
4928,Cemre Ebüzziya,Cem Davran,Undirected
4929,Umut Kurt,Cem Davran,Undirected
4930,Bala Atabek,Cem Davran,Undirected
4931,Özkan Uður,Cem Davran,Undirected
4932,Necip Memili,Cem Davran,Undirected
4933,Nilperi Þahinkaya,Cem Davran,Undirected
4934,Bahadýr Efe,Cem Davran,Undirected
4935,Bahtiyar Memili,Cem Davran,Undirected
4936,Gürkan Deniz Akhanlý,Cem Davran,Undirected
4937,Mert Kurtoðlu,Cem Davran,Undirected
4938,Aliþan Uður,Cem Davran,Undirected
4939,Tamay Kýlýç,Cem Davran,Undirected
4940,Þirincan Çakýroðlu,Cem Davran,Undirected
4941,Sami Hamidi,Cem Davran,Undirected
4942,Umut Kurt,Cemre Ebüzziya,Undirected
4943,Bala Atabek,Cemre Ebüzziya,Undirected
4944,Özkan Uður,Cemre Ebüzziya,Undirected
4945,Necip Memili,Cemre Ebüzziya,Undirected
4946,Nilperi Þahinkaya,Cemre Ebüzziya,Undirected
4947,Bahadýr Efe,Cemre Ebüzziya,Undirected
4948,Bahtiyar Memili,Cemre Ebüzziya,Undirected
4949,Gürkan Deniz Akhanlý,Cemre Ebüzziya,Undirected
4950,Mert Kurtoðlu,Cemre Ebüzziya,Undirected
4951,Aliþan Uður,Cemre Ebüzziya,Undirected
4952,Tamay Kýlýç,Cemre Ebüzziya,Undirected
4953,Þirincan Çakýroðlu,Cemre Ebüzziya,Undirected
4954,Sami Hamidi,Cemre Ebüzziya,Undirected
4955,Bala Atabek,Umut Kurt,Undirected
4956,Özkan Uður,Umut Kurt,Undirected
4957,Necip Memili,Umut Kurt,Undirected
4958,Nilperi Þahinkaya,Umut Kurt,Undirected
4959,Bahadýr Efe,Umut Kurt,Undirected
4960,Bahtiyar Memili,Umut Kurt,Undirected
4961,Gürkan Deniz Akhanlý,Umut Kurt,Undirected
4962,Mert Kurtoðlu,Umut Kurt,Undirected
4963,Aliþan Uður,Umut Kurt,Undirected
4964,Tamay Kýlýç,Umut Kurt,Undirected
4965,Þirincan Çakýroðlu,Umut Kurt,Undirected
4966,Sami Hamidi,Umut Kurt,Undirected
4967,Özkan Uður,Bala Atabek,Undirected
4968,Necip Memili,Bala Atabek,Undirected
4969,Nilperi Þahinkaya,Bala Atabek,Undirected
4970,Bahadýr Efe,Bala Atabek,Undirected
4971,Bahtiyar Memili,Bala Atabek,Undirected
4972,Gürkan Deniz Akhanlý,Bala Atabek,Undirected
4973,Mert Kurtoðlu,Bala Atabek,Undirected
4974,Aliþan Uður,Bala Atabek,Undirected
4975,Tamay Kýlýç,Bala Atabek,Undirected
4976,Þirincan Çakýroðlu,Bala Atabek,Undirected
4977,Sami Hamidi,Bala Atabek,Undirected
4978,Necip Memili,Özkan Uður,Undirected
4979,Nilperi Þahinkaya,Özkan Uður,Undirected
4980,Bahadýr Efe,Özkan Uður,Undirected
4981,Bahtiyar Memili,Özkan Uður,Undirected
4982,Gürkan Deniz Akhanlý,Özkan Uður,Undirected
4983,Mert Kurtoðlu,Özkan Uður,Undirected
4984,Aliþan Uður,Özkan Uður,Undirected
4985,Tamay Kýlýç,Özkan Uður,Undirected
4986,Þirincan Çakýroðlu,Özkan Uður,Undirected
4987,Sami Hamidi,Özkan Uður,Undirected
4988,Nilperi Þahinkaya,Necip Memili,Undirected
4989,Bahadýr Efe,Necip Memili,Undirected
4990,Bahtiyar Memili,Necip Memili,Undirected
4991,Gürkan Deniz Akhanlý,Necip Memili,Undirected
4992,Mert Kurtoðlu,Necip Memili,Undirected
4993,Aliþan Uður,Necip Memili,Undirected
4994,Tamay Kýlýç,Necip Memili,Undirected
4995,Þirincan Çakýroðlu,Necip Memili,Undirected
4996,Sami Hamidi,Necip Memili,Undirected
4997,Bahadýr Efe,Nilperi Þahinkaya,Undirected
4998,Bahtiyar Memili,Nilperi Þahinkaya,Undirected
4999,Gürkan Deniz Akhanlý,Nilperi Þahinkaya,Undirected
5000,Mert Kurtoðlu,Nilperi Þahinkaya,Undirected
5001,Aliþan Uður,Nilperi Þahinkaya,Undirected
5002,Tamay Kýlýç,Nilperi Þahinkaya,Undirected
5003,Þirincan Çakýroðlu,Nilperi Þahinkaya,Undirected
5004,Sami Hamidi,Nilperi Þahinkaya,Undirected
5005,Bahtiyar Memili,Bahadýr Efe,Undirected
5006,Gürkan Deniz Akhanlý,Bahadýr Efe,Undirected
5007,Mert Kurtoðlu,Bahadýr Efe,Undirected
5008,Aliþan Uður,Bahadýr Efe,Undirected
5009,Tamay Kýlýç,Bahadýr Efe,Undirected
5010,Þirincan Çakýroðlu,Bahadýr Efe,Undirected
5011,Sami Hamidi,Bahadýr Efe,Undirected
5012,Gürkan Deniz Akhanlý,Bahtiyar Memili,Undirected
5013,Mert Kurtoðlu,Bahtiyar Memili,Undirected
5014,Aliþan Uður,Bahtiyar Memili,Undirected
5015,Tamay Kýlýç,Bahtiyar Memili,Undirected
5016,Þirincan Çakýroðlu,Bahtiyar Memili,Undirected
5017,Sami Hamidi,Bahtiyar Memili,Undirected
5018,Mert Kurtoðlu,Gürkan Deniz Akhanlý,Undirected
5019,Aliþan Uður,Gürkan Deniz Akhanlý,Undirected
5020,Tamay Kýlýç,Gürkan Deniz Akhanlý,Undirected
5021,Þirincan Çakýroðlu,Gürkan Deniz Akhanlý,Undirected
5022,Sami Hamidi,Gürkan Deniz Akhanlý,Undirected
5023,Aliþan Uður,Mert Kurtoðlu,Undirected
5024,Tamay Kýlýç,Mert Kurtoðlu,Undirected
5025,Þirincan Çakýroðlu,Mert Kurtoðlu,Undirected
5026,Sami Hamidi,Mert Kurtoðlu,Undirected
5027,Tamay Kýlýç,Aliþan Uður,Undirected
5028,Þirincan Çakýroðlu,Aliþan Uður,Undirected
5029,Sami Hamidi,Aliþan Uður,Undirected
5030,Þirincan Çakýroðlu,Tamay Kýlýç,Undirected
5031,Sami Hamidi,Tamay Kýlýç,Undirected
5032,Sami Hamidi,Þirincan Çakýroðlu,Undirected
5033,Ersin Korkut,Zeynep Çamcý,Undirected
5034,Barýþ Yýldýz,Zeynep Çamcý,Undirected
5035,Anýl Tetik,Zeynep Çamcý,Undirected
5036,Osman Akça,Zeynep Çamcý,Undirected
5037,Ceren Taþçý,Zeynep Çamcý,Undirected
5038,Ali Barkýn,Zeynep Çamcý,Undirected
5039,Aycan Koptur,Zeynep Çamcý,Undirected
5040,Fýrat Sobutay,Zeynep Çamcý,Undirected
5041,Barýþ Yýldýz,Ersin Korkut,Undirected
5042,Anýl Tetik,Ersin Korkut,Undirected
5043,Osman Akça,Ersin Korkut,Undirected
5044,Ceren Taþçý,Ersin Korkut,Undirected
5045,Ali Barkýn,Ersin Korkut,Undirected
5046,Aycan Koptur,Ersin Korkut,Undirected
5047,Fýrat Sobutay,Ersin Korkut,Undirected
5048,Anýl Tetik,Barýþ Yýldýz,Undirected
5049,Osman Akça,Barýþ Yýldýz,Undirected
5050,Ceren Taþçý,Barýþ Yýldýz,Undirected
5051,Ali Barkýn,Barýþ Yýldýz,Undirected
5052,Aycan Koptur,Barýþ Yýldýz,Undirected
5053,Fýrat Sobutay,Barýþ Yýldýz,Undirected
5054,Osman Akça,Anýl Tetik,Undirected
5055,Ceren Taþçý,Anýl Tetik,Undirected
5056,Ali Barkýn,Anýl Tetik,Undirected
5057,Aycan Koptur,Anýl Tetik,Undirected
5058,Fýrat Sobutay,Anýl Tetik,Undirected
5059,Ceren Taþçý,Osman Akça,Undirected
5060,Ali Barkýn,Osman Akça,Undirected
5061,Aycan Koptur,Osman Akça,Undirected
5062,Fýrat Sobutay,Osman Akça,Undirected
5063,Ali Barkýn,Ceren Taþçý,Undirected
5064,Aycan Koptur,Ceren Taþçý,Undirected
5065,Fýrat Sobutay,Ceren Taþçý,Undirected
5066,Aycan Koptur,Ali Barkýn,Undirected
5067,Fýrat Sobutay,Ali Barkýn,Undirected
5068,Fýrat Sobutay,Aycan Koptur,Undirected
5069,Murat Cemcir,Ahmet Kural,Undirected
5070,Devrim Yakut,Ahmet Kural,Undirected
5071,Rasim Öztekin,Ahmet Kural,Undirected
5072,Yaðmur Tanrýsevsin,Ahmet Kural,Undirected
5073,Özgür Emre Yýldýrým,Ahmet Kural,Undirected
5074,Ayhan Taþ,Ahmet Kural,Undirected
5075,Deniz Barut,Ahmet Kural,Undirected
5076,Giray Altýnok,Ahmet Kural,Undirected
5077,Osman Alkaþ,Ahmet Kural,Undirected
5078,Devrim Yakut,Murat Cemcir,Undirected
5079,Rasim Öztekin,Murat Cemcir,Undirected
5080,Yaðmur Tanrýsevsin,Murat Cemcir,Undirected
5081,Özgür Emre Yýldýrým,Murat Cemcir,Undirected
5082,Ayhan Taþ,Murat Cemcir,Undirected
5083,Deniz Barut,Murat Cemcir,Undirected
5084,Giray Altýnok,Murat Cemcir,Undirected
5085,Osman Alkaþ,Murat Cemcir,Undirected
5086,Rasim Öztekin,Devrim Yakut,Undirected
5087,Yaðmur Tanrýsevsin,Devrim Yakut,Undirected
5088,Özgür Emre Yýldýrým,Devrim Yakut,Undirected
5089,Ayhan Taþ,Devrim Yakut,Undirected
5090,Deniz Barut,Devrim Yakut,Undirected
5091,Giray Altýnok,Devrim Yakut,Undirected
5092,Osman Alkaþ,Devrim Yakut,Undirected
5093,Yaðmur Tanrýsevsin,Rasim Öztekin,Undirected
5094,Özgür Emre Yýldýrým,Rasim Öztekin,Undirected
5095,Ayhan Taþ,Rasim Öztekin,Undirected
5096,Deniz Barut,Rasim Öztekin,Undirected
5097,Giray Altýnok,Rasim Öztekin,Undirected
5098,Osman Alkaþ,Rasim Öztekin,Undirected
5099,Özgür Emre Yýldýrým,Yaðmur Tanrýsevsin,Undirected
5100,Ayhan Taþ,Yaðmur Tanrýsevsin,Undirected
5101,Deniz Barut,Yaðmur Tanrýsevsin,Undirected
5102,Giray Altýnok,Yaðmur Tanrýsevsin,Undirected
5103,Osman Alkaþ,Yaðmur Tanrýsevsin,Undirected
5104,Ayhan Taþ,Özgür Emre Yýldýrým,Undirected
5105,Deniz Barut,Özgür Emre Yýldýrým,Undirected
5106,Giray Altýnok,Özgür Emre Yýldýrým,Undirected
5107,Osman Alkaþ,Özgür Emre Yýldýrým,Undirected
5108,Deniz Barut,Ayhan Taþ,Undirected
5109,Giray Altýnok,Ayhan Taþ,Undirected
5110,Osman Alkaþ,Ayhan Taþ,Undirected
5111,Giray Altýnok,Deniz Barut,Undirected
5112,Osman Alkaþ,Deniz Barut,Undirected
5113,Büþra Pekin,Alper Kul,Undirected
5114,Korhan Herduran,Alper Kul,Undirected
5115,Seda Türkmen,Alper Kul,Undirected
5116,Ferdi Sancar,Alper Kul,Undirected
5117,Beyti Engin,Alper Kul,Undirected
5118,Ayça Koptur,Alper Kul,Undirected
5119,Korhan Herduran,Büþra Pekin,Undirected
5120,Seda Türkmen,Büþra Pekin,Undirected
5121,Ferdi Sancar,Büþra Pekin,Undirected
5122,Beyti Engin,Büþra Pekin,Undirected
5123,Ayça Koptur,Büþra Pekin,Undirected
5124,Seda Türkmen,Korhan Herduran,Undirected
5125,Ferdi Sancar,Korhan Herduran,Undirected
5126,Beyti Engin,Korhan Herduran,Undirected
5127,Ayça Koptur,Korhan Herduran,Undirected
5128,Ferdi Sancar,Seda Türkmen,Undirected
5129,Beyti Engin,Seda Türkmen,Undirected
5130,Ayça Koptur,Seda Türkmen,Undirected
5131,Beyti Engin,Ferdi Sancar,Undirected
5132,Ayça Koptur,Ferdi Sancar,Undirected
5133,Ayça Koptur,Beyti Engin,Undirected
5134,Nesrin Cavadzade,Ozan Çelik,Undirected
5135,Alican Yücesoy,Ozan Çelik,Undirected
5136,Cezmi Baskýn,Ozan Çelik,Undirected
5137,Baþar Alemdar,Ozan Çelik,Undirected
5138,Fuat Kökek,Ozan Çelik,Undirected
5139,Þennur Nogaylar,Ozan Çelik,Undirected
5140,Ülkünur Arslan,Ozan Çelik,Undirected
5141,Alican Yücesoy,Nesrin Cavadzade,Undirected
5142,Cezmi Baskýn,Nesrin Cavadzade,Undirected
5143,Baþar Alemdar,Nesrin Cavadzade,Undirected
5144,Fuat Kökek,Nesrin Cavadzade,Undirected
5145,Þennur Nogaylar,Nesrin Cavadzade,Undirected
5146,Ülkünur Arslan,Nesrin Cavadzade,Undirected
5147,Cezmi Baskýn,Alican Yücesoy,Undirected
5148,Baþar Alemdar,Alican Yücesoy,Undirected
5149,Fuat Kökek,Alican Yücesoy,Undirected
5150,Þennur Nogaylar,Alican Yücesoy,Undirected
5151,Ülkünur Arslan,Alican Yücesoy,Undirected
5152,Baþar Alemdar,Cezmi Baskýn,Undirected
5153,Fuat Kökek,Cezmi Baskýn,Undirected
5154,Þennur Nogaylar,Cezmi Baskýn,Undirected
5155,Ülkünur Arslan,Cezmi Baskýn,Undirected
5156,Fuat Kökek,Baþar Alemdar,Undirected
5157,Þennur Nogaylar,Baþar Alemdar,Undirected
5158,Ülkünur Arslan,Baþar Alemdar,Undirected
5159,Þennur Nogaylar,Fuat Kökek,Undirected
5160,Ülkünur Arslan,Fuat Kökek,Undirected
5161,Ülkünur Arslan,Þennur Nogaylar,Undirected
5162,Tuðba Çom,Cezmi Baskýn,Undirected
5163,Melis Babadað,Cem Gelinoðlu,Undirected
5164,Ege Kökenli,Cem Gelinoðlu,Undirected
5165,Müfit Kayacan,Cem Gelinoðlu,Undirected
5166,Lale Baþar,Cem Gelinoðlu,Undirected
5167,Ali Erkazan,Cem Gelinoðlu,Undirected
5168,Özlem Çakar,Cem Gelinoðlu,Undirected
5169,Selen Domaç,Cem Gelinoðlu,Undirected
5170,Ege Kökenli,Melis Babadað,Undirected
5171,Müfit Kayacan,Melis Babadað,Undirected
5172,Lale Baþar,Melis Babadað,Undirected
5173,Ali Erkazan,Melis Babadað,Undirected
5174,Özlem Çakar,Melis Babadað,Undirected
5175,Selen Domaç,Melis Babadað,Undirected
5176,Müfit Kayacan,Ege Kökenli,Undirected
5177,Lale Baþar,Ege Kökenli,Undirected
5178,Ali Erkazan,Ege Kökenli,Undirected
5179,Özlem Çakar,Ege Kökenli,Undirected
5180,Selen Domaç,Ege Kökenli,Undirected
5181,Lale Baþar,Müfit Kayacan,Undirected
5182,Ali Erkazan,Müfit Kayacan,Undirected
5183,Özlem Çakar,Müfit Kayacan,Undirected
5184,Selen Domaç,Müfit Kayacan,Undirected
5185,Ali Erkazan,Lale Baþar,Undirected
5186,Özlem Çakar,Lale Baþar,Undirected
5187,Selen Domaç,Lale Baþar,Undirected
5188,Özlem Çakar,Ali Erkazan,Undirected
5189,Selen Domaç,Ali Erkazan,Undirected
5190,Selen Domaç,Özlem Çakar,Undirected
5191,Sinan Poyraz,Sefa Kýndýr,Undirected
5192,Bengi Ýdil Uras,Sefa Kýndýr,Undirected
5193,Kývanç Baran Arslan,Sefa Kýndýr,Undirected
5194,Asuman Dabak,Sefa Kýndýr,Undirected
5195,Haldun Boysan,Sefa Kýndýr,Undirected
5196,Hüseyin Kaðýt,Sefa Kýndýr,Undirected
5197,Sinan Poyraz,Mami Emen,Undirected
5198,Bengi Ýdil Uras,Mami Emen,Undirected
5199,Kývanç Baran Arslan,Mami Emen,Undirected
5200,Asuman Dabak,Mami Emen,Undirected
5201,Haldun Boysan,Mami Emen,Undirected
5202,Hüseyin Kaðýt,Mami Emen,Undirected
5203,Bengi Ýdil Uras,Sinan Poyraz,Undirected
5204,Kývanç Baran Arslan,Sinan Poyraz,Undirected
5205,Asuman Dabak,Sinan Poyraz,Undirected
5206,Haldun Boysan,Sinan Poyraz,Undirected
5207,Hüseyin Kaðýt,Sinan Poyraz,Undirected
