Id,Source,Target,Type
1803,Erol Þen,Tuncer Sevi,Undirected
1804,Ekrem Dümer,Tuncer Sevi,Undirected
1805,Cihan Alp,Tuncer Sevi,Undirected
1806,Teoman Aksoy,Ünal Gürel,Undirected
1807,Erol Þen,Ünal Gürel,Undirected
1808,Ekrem Dümer,Ünal Gürel,Undirected
1809,Cihan Alp,Ünal Gürel,Undirected
1810,Erol Þen,Teoman Aksoy,Undirected
1811,Ekrem Dümer,Teoman Aksoy,Undirected
1812,Cihan Alp,Teoman Aksoy,Undirected
1813,Ekrem Dümer,Erol Þen,Undirected
1814,Cihan Alp,Erol Þen,Undirected
1815,Cihan Alp,Ekrem Dümer,Undirected
1816,Baykal Kent,Cüneyt Arkýn,Undirected
1817,Hikmet Taþdemir,Cüneyt Arkýn,Undirected
1818,Emel Tümer,Baykal Kent,Undirected
1819,Hikmet Taþdemir,Baykal Kent,Undirected
1820,Hikmet Taþdemir,Emel Tümer,Undirected
1821,Yasemin Yalçýn,Kemal Sunal,Undirected
1822,Kuzey Vargýn,Kemal Sunal,Undirected
1823,Yavuz Karakaþ,Kemal Sunal,Undirected
1824,Nevzat Okçugil,Yasemin Yalçýn,Undirected
1825,Bülent Kayabaþ,Yasemin Yalçýn,Undirected
1826,Þemsi Ýnkaya,Yasemin Yalçýn,Undirected
1827,Kuzey Vargýn,Yasemin Yalçýn,Undirected
1828,Reha Yurdakul,Yasemin Yalçýn,Undirected
1829,Turgut Özatay,Yasemin Yalçýn,Undirected
1830,Ekrem Dümer,Yasemin Yalçýn,Undirected
1831,Renan Fosforoðlu,Yasemin Yalçýn,Undirected
1832,Mesut Sürmeli,Yasemin Yalçýn,Undirected
1833,Hakký Kývanç,Yasemin Yalçýn,Undirected
1834,Ahmet Açan,Yasemin Yalçýn,Undirected
1835,Yavuz Karakaþ,Yasemin Yalçýn,Undirected
1836,Kaya Gürel,Yasemin Yalçýn,Undirected
1837,Kuzey Vargýn,Nevzat Okçugil,Undirected
1838,Turgut Özatay,Nevzat Okçugil,Undirected
1839,Ekrem Dümer,Nevzat Okçugil,Undirected
1840,Renan Fosforoðlu,Nevzat Okçugil,Undirected
1841,Hakký Kývanç,Nevzat Okçugil,Undirected
1842,Yavuz Karakaþ,Nevzat Okçugil,Undirected
1843,Kaya Gürel,Nevzat Okçugil,Undirected
1844,Kuzey Vargýn,Bülent Kayabaþ,Undirected
1845,Turgut Özatay,Bülent Kayabaþ,Undirected
1846,Ekrem Dümer,Bülent Kayabaþ,Undirected
1847,Renan Fosforoðlu,Bülent Kayabaþ,Undirected
1848,Hakký Kývanç,Bülent Kayabaþ,Undirected
1849,Ahmet Açan,Bülent Kayabaþ,Undirected
1850,Yavuz Karakaþ,Bülent Kayabaþ,Undirected
1851,Kaya Gürel,Bülent Kayabaþ,Undirected
1852,Kuzey Vargýn,Þemsi Ýnkaya,Undirected
1853,Turgut Özatay,Þemsi Ýnkaya,Undirected
1854,Ekrem Dümer,Þemsi Ýnkaya,Undirected
1855,Renan Fosforoðlu,Þemsi Ýnkaya,Undirected
1856,Hakký Kývanç,Þemsi Ýnkaya,Undirected
1857,Ahmet Açan,Þemsi Ýnkaya,Undirected
1858,Yavuz Karakaþ,Þemsi Ýnkaya,Undirected
1859,Kaya Gürel,Þemsi Ýnkaya,Undirected
1860,Reha Yurdakul,Kuzey Vargýn,Undirected
1861,Turgut Özatay,Kuzey Vargýn,Undirected
1862,Ekrem Dümer,Kuzey Vargýn,Undirected
1863,Renan Fosforoðlu,Kuzey Vargýn,Undirected
1864,Mesut Sürmeli,Kuzey Vargýn,Undirected
1865,Hakký Kývanç,Kuzey Vargýn,Undirected
1866,Ahmet Açan,Kuzey Vargýn,Undirected
1867,Yavuz Karakaþ,Kuzey Vargýn,Undirected
1868,Kaya Gürel,Kuzey Vargýn,Undirected
1869,Ekrem Dümer,Reha Yurdakul,Undirected
1870,Yavuz Karakaþ,Reha Yurdakul,Undirected
1871,Kaya Gürel,Reha Yurdakul,Undirected
1872,Ekrem Dümer,Turgut Özatay,Undirected
1873,Mesut Sürmeli,Turgut Özatay,Undirected
1874,Ahmet Açan,Turgut Özatay,Undirected
1875,Yavuz Karakaþ,Turgut Özatay,Undirected
1876,Kaya Gürel,Turgut Özatay,Undirected
1877,Renan Fosforoðlu,Ekrem Dümer,Undirected
1878,Mesut Sürmeli,Ekrem Dümer,Undirected
1879,Ahmet Açan,Ekrem Dümer,Undirected
1880,Yavuz Karakaþ,Ekrem Dümer,Undirected
1881,Kaya Gürel,Ekrem Dümer,Undirected
1882,Mesut Sürmeli,Renan Fosforoðlu,Undirected
1883,Ahmet Açan,Renan Fosforoðlu,Undirected
1884,Yavuz Karakaþ,Renan Fosforoðlu,Undirected
1885,Kaya Gürel,Renan Fosforoðlu,Undirected
1886,Hakký Kývanç,Mesut Sürmeli,Undirected
1887,Ahmet Açan,Mesut Sürmeli,Undirected
1888,Yavuz Karakaþ,Mesut Sürmeli,Undirected
1889,Kaya Gürel,Mesut Sürmeli,Undirected
1890,Ahmet Açan,Hakký Kývanç,Undirected
1891,Yavuz Karakaþ,Hakký Kývanç,Undirected
1892,Kaya Gürel,Hakký Kývanç,Undirected
1893,Yavuz Karakaþ,Ahmet Açan,Undirected
1894,Kaya Gürel,Ahmet Açan,Undirected
1895,Kaya Gürel,Yavuz Karakaþ,Undirected
1896,Nur Gürkan,Kemal Sunal,Undirected
1897,Mehmet Ali Akpýnar,Kemal Sunal,Undirected
1898,Bahadýr Tokmak,Kemal Sunal,Undirected
1899,Zafer Atlý,Kemal Sunal,Undirected
1900,Mustafa Atilla Kunt,Kemal Sunal,Undirected
1901,Þemsi Ýnkaya,Nur Gürkan,Undirected
1902,Mehmet Ali Akpýnar,Nur Gürkan,Undirected
1903,Turgut Özatay,Nur Gürkan,Undirected
1904,Leman Çýdamlý,Nur Gürkan,Undirected
1905,Hakký Kývanç,Nur Gürkan,Undirected
1906,Tuncay Akça,Nur Gürkan,Undirected
1907,Ekrem Dümer,Nur Gürkan,Undirected
1908,Bahadýr Tokmak,Nur Gürkan,Undirected
1909,Zafer Atlý,Nur Gürkan,Undirected
1910,Mustafa Suphi Baltacý,Nur Gürkan,Undirected
1911,Sadettin Erbil,Nur Gürkan,Undirected
1912,Mustafa Atilla Kunt,Nur Gürkan,Undirected
1913,Mehmet Ali Akpýnar,Þemsi Ýnkaya,Undirected
1914,Leman Çýdamlý,Þemsi Ýnkaya,Undirected
1915,Tuncay Akça,Þemsi Ýnkaya,Undirected
1916,Bahadýr Tokmak,Þemsi Ýnkaya,Undirected
1917,Zafer Atlý,Þemsi Ýnkaya,Undirected
1918,Mustafa Suphi Baltacý,Þemsi Ýnkaya,Undirected
1919,Sadettin Erbil,Þemsi Ýnkaya,Undirected
1920,Mustafa Atilla Kunt,Þemsi Ýnkaya,Undirected
1921,Turgut Özatay,Mehmet Ali Akpýnar,Undirected
1922,Leman Çýdamlý,Mehmet Ali Akpýnar,Undirected
1923,Hakký Kývanç,Mehmet Ali Akpýnar,Undirected
1924,Tuncay Akça,Mehmet Ali Akpýnar,Undirected
1925,Ekrem Dümer,Mehmet Ali Akpýnar,Undirected
1926,Bahadýr Tokmak,Mehmet Ali Akpýnar,Undirected
1927,Zafer Atlý,Mehmet Ali Akpýnar,Undirected
1928,Mustafa Suphi Baltacý,Mehmet Ali Akpýnar,Undirected
1929,Sadettin Erbil,Mehmet Ali Akpýnar,Undirected
1930,Mustafa Atilla Kunt,Mehmet Ali Akpýnar,Undirected
1931,Leman Çýdamlý,Turgut Özatay,Undirected
1932,Tuncay Akça,Turgut Özatay,Undirected
1933,Bahadýr Tokmak,Turgut Özatay,Undirected
1934,Zafer Atlý,Turgut Özatay,Undirected
1935,Mustafa Suphi Baltacý,Turgut Özatay,Undirected
1936,Sadettin Erbil,Turgut Özatay,Undirected
1937,Mustafa Atilla Kunt,Turgut Özatay,Undirected
1938,Hakký Kývanç,Leman Çýdamlý,Undirected
1939,Tuncay Akça,Leman Çýdamlý,Undirected
1940,Ekrem Dümer,Leman Çýdamlý,Undirected
1941,Bahadýr Tokmak,Leman Çýdamlý,Undirected
1942,Zafer Atlý,Leman Çýdamlý,Undirected
1943,Sadettin Erbil,Leman Çýdamlý,Undirected
1944,Mustafa Atilla Kunt,Leman Çýdamlý,Undirected
1945,Tuncay Akça,Hakký Kývanç,Undirected
1946,Bahadýr Tokmak,Hakký Kývanç,Undirected
1947,Zafer Atlý,Hakký Kývanç,Undirected
1948,Mustafa Suphi Baltacý,Hakký Kývanç,Undirected
1949,Mustafa Atilla Kunt,Hakký Kývanç,Undirected
1950,Ekrem Dümer,Tuncay Akça,Undirected
1951,Bahadýr Tokmak,Tuncay Akça,Undirected
1952,Zafer Atlý,Tuncay Akça,Undirected
1953,Mustafa Suphi Baltacý,Tuncay Akça,Undirected
1954,Sadettin Erbil,Tuncay Akça,Undirected
1955,Mustafa Atilla Kunt,Tuncay Akça,Undirected
1956,Bahadýr Tokmak,Ekrem Dümer,Undirected
1957,Zafer Atlý,Ekrem Dümer,Undirected
1958,Mustafa Suphi Baltacý,Ekrem Dümer,Undirected
1959,Sadettin Erbil,Ekrem Dümer,Undirected
1960,Mustafa Atilla Kunt,Ekrem Dümer,Undirected
1961,Zafer Atlý,Bahadýr Tokmak,Undirected
1962,Mustafa Suphi Baltacý,Bahadýr Tokmak,Undirected
1963,Sadettin Erbil,Bahadýr Tokmak,Undirected
1964,Mustafa Atilla Kunt,Bahadýr Tokmak,Undirected
1965,Mustafa Suphi Baltacý,Zafer Atlý,Undirected
1966,Sadettin Erbil,Zafer Atlý,Undirected
1967,Mustafa Atilla Kunt,Zafer Atlý,Undirected
1968,Sadettin Erbil,Mustafa Suphi Baltacý,Undirected
1969,Mustafa Atilla Kunt,Mustafa Suphi Baltacý,Undirected
1970,Mustafa Atilla Kunt,Sadettin Erbil,Undirected
1971,Nesrin Akkoç,Kemal Sunal,Undirected
1972,Murat Yýldýz,Kemal Sunal,Undirected
1973,Kartal Tibet,Kemal Sunal,Undirected
1974,Dündar Aydýnlý,Kemal Sunal,Undirected
1975,Kutay Köktürk,Nesrin Akkoç,Undirected
1976,Murat Yýldýz,Nesrin Akkoç,Undirected
1977,Ahmet Açan,Nesrin Akkoç,Undirected
1978,Ekrem Gökkaya,Nesrin Akkoç,Undirected
1979,Renan Fosforoðlu,Nesrin Akkoç,Undirected
1980,Necdet Yakýn,Nesrin Akkoç,Undirected
1981,Ýhsan Yüce,Nesrin Akkoç,Undirected
1982,Reha Yurdakul,Nesrin Akkoç,Undirected
1983,Selahattin Fýrat,Nesrin Akkoç,Undirected
1984,Çetin Baþaran,Nesrin Akkoç,Undirected
1985,Kartal Tibet,Nesrin Akkoç,Undirected
1986,Ferdi Akarnur,Nesrin Akkoç,Undirected
1987,Kaya Gürel,Nesrin Akkoç,Undirected
1988,Nizam Ergüden,Nesrin Akkoç,Undirected
1989,Dündar Aydýnlý,Nesrin Akkoç,Undirected
1990,Murat Yýldýz,Kutay Köktürk,Undirected
1991,Ahmet Açan,Kutay Köktürk,Undirected
1992,Ekrem Gökkaya,Kutay Köktürk,Undirected
1993,Renan Fosforoðlu,Kutay Köktürk,Undirected
1994,Necdet Yakýn,Kutay Köktürk,Undirected
1995,Ýhsan Yüce,Kutay Köktürk,Undirected
1996,Reha Yurdakul,Kutay Köktürk,Undirected
1997,Selahattin Fýrat,Kutay Köktürk,Undirected
1998,Çetin Baþaran,Kutay Köktürk,Undirected
1999,Kartal Tibet,Kutay Köktürk,Undirected
2000,Ferdi Akarnur,Kutay Köktürk,Undirected
2001,Kaya Gürel,Kutay Köktürk,Undirected
2002,Nizam Ergüden,Kutay Köktürk,Undirected
2003,Dündar Aydýnlý,Kutay Köktürk,Undirected
2004,Ahmet Açan,Murat Yýldýz,Undirected
2005,Ekrem Gökkaya,Murat Yýldýz,Undirected
2006,Renan Fosforoðlu,Murat Yýldýz,Undirected
2007,Necdet Yakýn,Murat Yýldýz,Undirected
2008,Ýhsan Yüce,Murat Yýldýz,Undirected
2009,Reha Yurdakul,Murat Yýldýz,Undirected
2010,Selahattin Fýrat,Murat Yýldýz,Undirected
2011,Çetin Baþaran,Murat Yýldýz,Undirected
2012,Kartal Tibet,Murat Yýldýz,Undirected
2013,Ferdi Akarnur,Murat Yýldýz,Undirected
2014,Kaya Gürel,Murat Yýldýz,Undirected
2015,Nizam Ergüden,Murat Yýldýz,Undirected
2016,Dündar Aydýnlý,Murat Yýldýz,Undirected
2017,Ekrem Gökkaya,Ahmet Açan,Undirected
2018,Selahattin Fýrat,Ahmet Açan,Undirected
2019,Kartal Tibet,Ahmet Açan,Undirected
2020,Nizam Ergüden,Ahmet Açan,Undirected
2021,Dündar Aydýnlý,Ahmet Açan,Undirected
2022,Renan Fosforoðlu,Ekrem Gökkaya,Undirected
2023,Necdet Yakýn,Ekrem Gökkaya,Undirected
2024,Ýhsan Yüce,Ekrem Gökkaya,Undirected
2025,Selahattin Fýrat,Ekrem Gökkaya,Undirected
2026,Çetin Baþaran,Ekrem Gökkaya,Undirected
2027,Kartal Tibet,Ekrem Gökkaya,Undirected
2028,Ferdi Akarnur,Ekrem Gökkaya,Undirected
2029,Kaya Gürel,Ekrem Gökkaya,Undirected
2030,Nizam Ergüden,Ekrem Gökkaya,Undirected
2031,Dündar Aydýnlý,Ekrem Gökkaya,Undirected
2032,Çetin Baþaran,Renan Fosforoðlu,Undirected
2033,Kartal Tibet,Renan Fosforoðlu,Undirected
2034,Ferdi Akarnur,Renan Fosforoðlu,Undirected
2035,Nizam Ergüden,Renan Fosforoðlu,Undirected
2036,Dündar Aydýnlý,Renan Fosforoðlu,Undirected
2037,Ýhsan Yüce,Necdet Yakýn,Undirected
2038,Selahattin Fýrat,Necdet Yakýn,Undirected
2039,Çetin Baþaran,Necdet Yakýn,Undirected
2040,Kartal Tibet,Necdet Yakýn,Undirected
2041,Ferdi Akarnur,Necdet Yakýn,Undirected
2042,Kaya Gürel,Necdet Yakýn,Undirected
2043,Nizam Ergüden,Necdet Yakýn,Undirected
2044,Dündar Aydýnlý,Necdet Yakýn,Undirected
2045,Selahattin Fýrat,Ýhsan Yüce,Undirected
2046,Kartal Tibet,Ýhsan Yüce,Undirected
2047,Kaya Gürel,Ýhsan Yüce,Undirected
2048,Nizam Ergüden,Ýhsan Yüce,Undirected
2049,Dündar Aydýnlý,Ýhsan Yüce,Undirected
2050,Kartal Tibet,Reha Yurdakul,Undirected
2051,Dündar Aydýnlý,Reha Yurdakul,Undirected
2052,Kartal Tibet,Selahattin Fýrat,Undirected
2053,Ferdi Akarnur,Selahattin Fýrat,Undirected
2054,Kaya Gürel,Selahattin Fýrat,Undirected
2055,Nizam Ergüden,Selahattin Fýrat,Undirected
2056,Dündar Aydýnlý,Selahattin Fýrat,Undirected
2057,Kartal Tibet,Çetin Baþaran,Undirected
2058,Ferdi Akarnur,Çetin Baþaran,Undirected
2059,Kaya Gürel,Çetin Baþaran,Undirected
2060,Nizam Ergüden,Çetin Baþaran,Undirected
2061,Dündar Aydýnlý,Çetin Baþaran,Undirected
2062,Ferdi Akarnur,Kartal Tibet,Undirected
2063,Kaya Gürel,Kartal Tibet,Undirected
2064,Nizam Ergüden,Kartal Tibet,Undirected
2065,Dündar Aydýnlý,Kartal Tibet,Undirected
2066,Kaya Gürel,Ferdi Akarnur,Undirected
2067,Nizam Ergüden,Ferdi Akarnur,Undirected
2068,Dündar Aydýnlý,Ferdi Akarnur,Undirected
2069,Nizam Ergüden,Kaya Gürel,Undirected
2070,Dündar Aydýnlý,Kaya Gürel,Undirected
2071,Dündar Aydýnlý,Nizam Ergüden,Undirected
2072,Ayþegül Uygurer,Kemal Sunal,Undirected
2073,Güzin Özipek,Kemal Sunal,Undirected
2074,Ülkü Ülker,Kemal Sunal,Undirected
2075,Mümtaz Alpaslan,Kemal Sunal,Undirected
2076,Hüseyin Avni Danyal,Kemal Sunal,Undirected
2077,Ihsan Özenç,Kemal Sunal,Undirected
2078,Tuncer Sevi,Ayþegül Uygurer,Undirected
2079,Muharrem Gürses,Ayþegül Uygurer,Undirected
2080,Güzin Özipek,Ayþegül Uygurer,Undirected
2081,Hüseyin Kutman,Ayþegül Uygurer,Undirected
2082,Renan Fosforoðlu,Ayþegül Uygurer,Undirected
2083,Ülkü Ülker,Ayþegül Uygurer,Undirected
2084,Tayfun Çoraðan,Ayþegül Uygurer,Undirected
2085,Hakký Kývanç,Ayþegül Uygurer,Undirected
2086,Mümtaz Alpaslan,Ayþegül Uygurer,Undirected
2087,Hüseyin Avni Danyal,Ayþegül Uygurer,Undirected
2088,Ferdi Akarnur,Ayþegül Uygurer,Undirected
2089,Sabahat Ýzgü,Ayþegül Uygurer,Undirected
2090,Ihsan Özenç,Ayþegül Uygurer,Undirected
2091,Muharrem Gürses,Tuncer Sevi,Undirected
2092,Güzin Özipek,Tuncer Sevi,Undirected
2093,Hüseyin Kutman,Tuncer Sevi,Undirected
2094,Ülkü Ülker,Tuncer Sevi,Undirected
2095,Mümtaz Alpaslan,Tuncer Sevi,Undirected
2096,Hüseyin Avni Danyal,Tuncer Sevi,Undirected
2097,Ferdi Akarnur,Tuncer Sevi,Undirected
2098,Ihsan Özenç,Tuncer Sevi,Undirected
2099,Güzin Özipek,Muharrem Gürses,Undirected
2100,Hüseyin Kutman,Muharrem Gürses,Undirected
2101,Renan Fosforoðlu,Muharrem Gürses,Undirected
2102,Ülkü Ülker,Muharrem Gürses,Undirected
2103,Tayfun Çoraðan,Muharrem Gürses,Undirected
2104,Hakký Kývanç,Muharrem Gürses,Undirected
2105,Mümtaz Alpaslan,Muharrem Gürses,Undirected
2106,Hüseyin Avni Danyal,Muharrem Gürses,Undirected
2107,Ferdi Akarnur,Muharrem Gürses,Undirected
2108,Sabahat Ýzgü,Muharrem Gürses,Undirected
2109,Ihsan Özenç,Muharrem Gürses,Undirected
2110,Hüseyin Kutman,Güzin Özipek,Undirected
2111,Renan Fosforoðlu,Güzin Özipek,Undirected
2112,Ülkü Ülker,Güzin Özipek,Undirected
2113,Tayfun Çoraðan,Güzin Özipek,Undirected
2114,Hakký Kývanç,Güzin Özipek,Undirected
2115,Mümtaz Alpaslan,Güzin Özipek,Undirected
2116,Hüseyin Avni Danyal,Güzin Özipek,Undirected
2117,Ferdi Akarnur,Güzin Özipek,Undirected
2118,Sabahat Ýzgü,Güzin Özipek,Undirected
2119,Ihsan Özenç,Güzin Özipek,Undirected
2120,Ülkü Ülker,Hüseyin Kutman,Undirected
2121,Tayfun Çoraðan,Hüseyin Kutman,Undirected
2122,Hakký Kývanç,Hüseyin Kutman,Undirected
2123,Mümtaz Alpaslan,Hüseyin Kutman,Undirected
2124,Hüseyin Avni Danyal,Hüseyin Kutman,Undirected
2125,Ihsan Özenç,Hüseyin Kutman,Undirected
2126,Ülkü Ülker,Renan Fosforoðlu,Undirected
2127,Mümtaz Alpaslan,Renan Fosforoðlu,Undirected
2128,Hüseyin Avni Danyal,Renan Fosforoðlu,Undirected
2129,Ihsan Özenç,Renan Fosforoðlu,Undirected
2130,Tayfun Çoraðan,Ülkü Ülker,Undirected
2131,Hakký Kývanç,Ülkü Ülker,Undirected
2132,Mümtaz Alpaslan,Ülkü Ülker,Undirected
2133,Hüseyin Avni Danyal,Ülkü Ülker,Undirected
2134,Ferdi Akarnur,Ülkü Ülker,Undirected
2135,Sabahat Ýzgü,Ülkü Ülker,Undirected
2136,Ihsan Özenç,Ülkü Ülker,Undirected
2137,Hakký Kývanç,Tayfun Çoraðan,Undirected
2138,Mümtaz Alpaslan,Tayfun Çoraðan,Undirected
2139,Hüseyin Avni Danyal,Tayfun Çoraðan,Undirected
2140,Ferdi Akarnur,Tayfun Çoraðan,Undirected
2141,Ihsan Özenç,Tayfun Çoraðan,Undirected
2142,Mümtaz Alpaslan,Hakký Kývanç,Undirected
2143,Hüseyin Avni Danyal,Hakký Kývanç,Undirected
2144,Ferdi Akarnur,Hakký Kývanç,Undirected
2145,Sabahat Ýzgü,Hakký Kývanç,Undirected
2146,Ihsan Özenç,Hakký Kývanç,Undirected
2147,Hüseyin Avni Danyal,Mümtaz Alpaslan,Undirected
2148,Ferdi Akarnur,Mümtaz Alpaslan,Undirected
2149,Sabahat Ýzgü,Mümtaz Alpaslan,Undirected
2150,Ihsan Özenç,Mümtaz Alpaslan,Undirected
2151,Ferdi Akarnur,Hüseyin Avni Danyal,Undirected
2152,Sabahat Ýzgü,Hüseyin Avni Danyal,Undirected
2153,Ihsan Özenç,Hüseyin Avni Danyal,Undirected
2154,Ihsan Özenç,Ferdi Akarnur,Undirected
2155,Ihsan Özenç,Sabahat Ýzgü,Undirected
2156,Ýlyas Salman,Müjde Ar,Undirected
2157,Erdal Özyaðcýlar,Müjde Ar,Undirected
2158,Tunga Uyar,Müjde Ar,Undirected
2159,Atilla Türköz,Müjde Ar,Undirected
2160,Erdal Özyaðcýlar,Ýlyas Salman,Undirected
2161,Tunga Uyar,Ýlyas Salman,Undirected
2162,Atilla Türköz,Ýlyas Salman,Undirected
2163,Tunga Uyar,Erdal Özyaðcýlar,Undirected
2164,Atilla Türköz,Erdal Özyaðcýlar,Undirected
2165,Atilla Türköz,Tunga Uyar,Undirected
2166,Mehmet Ali Erbil,Ýlyas Salman,Undirected
2167,Savaþ Dinçel,Ýlyas Salman,Undirected
2168,Özden Özgürdal,Ýlyas Salman,Undirected
2169,Adile Naþit,Ýlyas Salman,Undirected
2170,Fulya Özcan,Ýlyas Salman,Undirected
2171,Savaþ Dinçel,Mehmet Ali Erbil,Undirected
2172,Özden Özgürdal,Mehmet Ali Erbil,Undirected
2173,Adile Naþit,Mehmet Ali Erbil,Undirected
2174,Fulya Özcan,Mehmet Ali Erbil,Undirected
2175,Hüseyin Kutman,Mehmet Ali Erbil,Undirected
2176,Özden Özgürdal,Savaþ Dinçel,Undirected
2177,Adile Naþit,Savaþ Dinçel,Undirected
2178,Fulya Özcan,Savaþ Dinçel,Undirected
2179,Hüseyin Kutman,Savaþ Dinçel,Undirected
2180,Adile Naþit,Özden Özgürdal,Undirected
2181,Ayþen Gruda,Özden Özgürdal,Undirected
2182,Fulya Özcan,Özden Özgürdal,Undirected
2183,Hüseyin Kutman,Özden Özgürdal,Undirected
2184,Hüseyin Kutman,Adile Naþit,Undirected
2185,Fulya Özcan,Ayþen Gruda,Undirected
2186,Hüseyin Kutman,Fulya Özcan,Undirected
2187,Sönmez Yýkýlmaz,Kemal Sunal,Undirected
2188,Ýlker Aksum,Kemal Sunal,Undirected
2189,Özgür Ozan,Kemal Sunal,Undirected
2190,Ahmet Arýman,Kemal Sunal,Undirected
2191,Hikmet Taþdemir,Kemal Sunal,Undirected
2192,Müge Akyamaç,Perihan Savaþ,Undirected
2193,Halit Akçatepe,Perihan Savaþ,Undirected
2194,Aliye Rona,Perihan Savaþ,Undirected
2195,Yaþar Þener,Perihan Savaþ,Undirected
2196,Sönmez Yýkýlmaz,Perihan Savaþ,Undirected
2197,Renan Fosforoðlu,Perihan Savaþ,Undirected
2198,Ýlker Aksum,Perihan Savaþ,Undirected
2199,Özgür Ozan,Perihan Savaþ,Undirected
2200,Ahmet Arýman,Perihan Savaþ,Undirected
2201,Hikmet Taþdemir,Perihan Savaþ,Undirected
2202,Ali Þen,Perihan Savaþ,Undirected
2203,Nubar Terziyan,Perihan Savaþ,Undirected
2204,Aliye Rona,Müge Akyamaç,Undirected
2205,Yaþar Þener,Müge Akyamaç,Undirected
2206,Sönmez Yýkýlmaz,Müge Akyamaç,Undirected
2207,Renan Fosforoðlu,Müge Akyamaç,Undirected
2208,Ýlker Aksum,Müge Akyamaç,Undirected
2209,Özgür Ozan,Müge Akyamaç,Undirected
2210,Ahmet Arýman,Müge Akyamaç,Undirected
2211,Hikmet Taþdemir,Müge Akyamaç,Undirected
2212,Ali Þen,Müge Akyamaç,Undirected
2213,Nubar Terziyan,Müge Akyamaç,Undirected
2214,Aliye Rona,Halit Akçatepe,Undirected
2215,Yaþar Þener,Halit Akçatepe,Undirected
2216,Sönmez Yýkýlmaz,Halit Akçatepe,Undirected
2217,Ýlker Aksum,Halit Akçatepe,Undirected
2218,Özgür Ozan,Halit Akçatepe,Undirected
2219,Ahmet Arýman,Halit Akçatepe,Undirected
2220,Hikmet Taþdemir,Halit Akçatepe,Undirected
2221,Ali Þen,Halit Akçatepe,Undirected
2222,Nubar Terziyan,Halit Akçatepe,Undirected
2223,Yaþar Þener,Aliye Rona,Undirected
2224,Sönmez Yýkýlmaz,Aliye Rona,Undirected
2225,Renan Fosforoðlu,Aliye Rona,Undirected
2226,Ýlker Aksum,Aliye Rona,Undirected
2227,Özgür Ozan,Aliye Rona,Undirected
2228,Ahmet Arýman,Aliye Rona,Undirected
2229,Hikmet Taþdemir,Aliye Rona,Undirected
2230,Ali Þen,Aliye Rona,Undirected
2231,Nubar Terziyan,Aliye Rona,Undirected
2232,Sönmez Yýkýlmaz,Yaþar Þener,Undirected
2233,Renan Fosforoðlu,Yaþar Þener,Undirected
2234,Ýlker Aksum,Yaþar Þener,Undirected
2235,Özgür Ozan,Yaþar Þener,Undirected
2236,Ahmet Arýman,Yaþar Þener,Undirected
2237,Hikmet Taþdemir,Yaþar Þener,Undirected
2238,Nubar Terziyan,Yaþar Þener,Undirected
2239,Renan Fosforoðlu,Sönmez Yýkýlmaz,Undirected
2240,Ýlker Aksum,Sönmez Yýkýlmaz,Undirected
2241,Özgür Ozan,Sönmez Yýkýlmaz,Undirected
2242,Ahmet Arýman,Sönmez Yýkýlmaz,Undirected
2243,Hikmet Taþdemir,Sönmez Yýkýlmaz,Undirected
2244,Ali Þen,Sönmez Yýkýlmaz,Undirected
2245,Nubar Terziyan,Sönmez Yýkýlmaz,Undirected
2246,Ýlker Aksum,Renan Fosforoðlu,Undirected
2247,Özgür Ozan,Renan Fosforoðlu,Undirected
2248,Ahmet Arýman,Renan Fosforoðlu,Undirected
2249,Hikmet Taþdemir,Renan Fosforoðlu,Undirected
2250,Nubar Terziyan,Renan Fosforoðlu,Undirected
2251,Özgür Ozan,Ýlker Aksum,Undirected
2252,Ahmet Arýman,Ýlker Aksum,Undirected
2253,Hikmet Taþdemir,Ýlker Aksum,Undirected
2254,Ali Þen,Ýlker Aksum,Undirected
2255,Nubar Terziyan,Ýlker Aksum,Undirected
2256,Ahmet Arýman,Özgür Ozan,Undirected
2257,Hikmet Taþdemir,Özgür Ozan,Undirected
2258,Ali Þen,Özgür Ozan,Undirected
2259,Nubar Terziyan,Özgür Ozan,Undirected
2260,Hikmet Taþdemir,Ahmet Arýman,Undirected
2261,Ali Þen,Ahmet Arýman,Undirected
2262,Nubar Terziyan,Ahmet Arýman,Undirected
2263,Ali Þen,Hikmet Taþdemir,Undirected
2264,Nubar Terziyan,Hikmet Taþdemir,Undirected
2265,Serpil Nur,Kemal Sunal,Undirected
2266,Mustafa Dik,Kemal Sunal,Undirected
2267,Necip Tekçe,Kemal Sunal,Undirected
2268,Tevfik Sen,Kemal Sunal,Undirected
2269,Remziye Fýrtýna,Kemal Sunal,Undirected
2270,Turgut Özatay,Serpil Nur,Undirected
2271,Alpay Ýzer,Serpil Nur,Undirected
2272,Nejat Gürçen,Serpil Nur,Undirected
2273,Hakký Kývanç,Serpil Nur,Undirected
2274,Yadigar Ejder,Serpil Nur,Undirected
2275,Hikmet Taþdemir,Serpil Nur,Undirected
2276,Mustafa Dik,Serpil Nur,Undirected
2277,Þeref Çokþeker,Serpil Nur,Undirected
2278,Necip Tekçe,Serpil Nur,Undirected
2279,Tevfik Sen,Serpil Nur,Undirected
2280,Remziye Fýrtýna,Serpil Nur,Undirected
2281,Bedri Uður,Serpil Nur,Undirected
2282,Cevdet Balýkçý,Serpil Nur,Undirected
