Id,Source,Target,Type
4281,Mümtaz Ener,Tarýk Akan,Undirected
4282,Kayhan Yýldýzoðlu,Tarýk Akan,Undirected
4283,Günfer Feray,Tarýk Akan,Undirected
4284,Reþit Çýldam,Tarýk Akan,Undirected
4285,Hülya Tuðlu,Hulusi Kentmen,Undirected
4286,Günfer Feray,Hulusi Kentmen,Undirected
4287,Reþit Çýldam,Hulusi Kentmen,Undirected
4288,Mürüvvet Sim,Hülya Tuðlu,Undirected
4289,Mümtaz Ener,Hülya Tuðlu,Undirected
4290,Sami Hazinses,Hülya Tuðlu,Undirected
4291,Cevat Kurtuluþ,Hülya Tuðlu,Undirected
4292,Kayhan Yýldýzoðlu,Hülya Tuðlu,Undirected
4293,Günfer Feray,Hülya Tuðlu,Undirected
4294,Ekrem Dümer,Hülya Tuðlu,Undirected
4295,Reþit Çýldam,Hülya Tuðlu,Undirected
4296,Mümtaz Ener,Mürüvvet Sim,Undirected
4297,Günfer Feray,Mürüvvet Sim,Undirected
4298,Reþit Çýldam,Mürüvvet Sim,Undirected
4299,Sami Hazinses,Mümtaz Ener,Undirected
4300,Cevat Kurtuluþ,Mümtaz Ener,Undirected
4301,Günfer Feray,Mümtaz Ener,Undirected
4302,Ekrem Dümer,Mümtaz Ener,Undirected
4303,Reþit Çýldam,Mümtaz Ener,Undirected
4304,Günfer Feray,Sami Hazinses,Undirected
4305,Reþit Çýldam,Sami Hazinses,Undirected
4306,Günfer Feray,Cevat Kurtuluþ,Undirected
4307,Reþit Çýldam,Cevat Kurtuluþ,Undirected
4308,Günfer Feray,Kayhan Yýldýzoðlu,Undirected
4309,Reþit Çýldam,Kayhan Yýldýzoðlu,Undirected
4310,Ekrem Dümer,Günfer Feray,Undirected
4311,Reþit Çýldam,Günfer Feray,Undirected
4312,Reþit Çýldam,Ekrem Dümer,Undirected
4313,Fatma Belgen,Tarýk Akan,Undirected
4314,Münir Özkul,Tarýk Akan,Undirected
4315,Zafer Önen,Tarýk Akan,Undirected
4316,Hakký Kývanç,Tarýk Akan,Undirected
4317,Fatma Belgen,Hale Soygazi,Undirected
4318,Adile Naþit,Hale Soygazi,Undirected
4319,Münir Özkul,Hale Soygazi,Undirected
4320,Zafer Önen,Hale Soygazi,Undirected
4321,Nubar Terziyan,Hale Soygazi,Undirected
4322,Hakký Kývanç,Hale Soygazi,Undirected
4323,Yaþar Þener,Hale Soygazi,Undirected
4324,Adile Naþit,Fatma Belgen,Undirected
4325,Münir Özkul,Fatma Belgen,Undirected
4326,Süleyman Turan,Fatma Belgen,Undirected
4327,Zafer Önen,Fatma Belgen,Undirected
4328,Nubar Terziyan,Fatma Belgen,Undirected
4329,Hakký Kývanç,Fatma Belgen,Undirected
4330,Yaþar Þener,Fatma Belgen,Undirected
4331,Zafer Önen,Adile Naþit,Undirected
4332,Hakký Kývanç,Adile Naþit,Undirected
4333,Yaþar Þener,Adile Naþit,Undirected
4334,Zafer Önen,Münir Özkul,Undirected
4335,Hakký Kývanç,Münir Özkul,Undirected
4336,Yaþar Þener,Münir Özkul,Undirected
4337,Zafer Önen,Süleyman Turan,Undirected
4338,Yaþar Þener,Süleyman Turan,Undirected
4339,Nubar Terziyan,Zafer Önen,Undirected
4340,Hakký Kývanç,Zafer Önen,Undirected
4341,Yaþar Þener,Zafer Önen,Undirected
4342,Hakký Kývanç,Nubar Terziyan,Undirected
4343,Deniz Erkanat,Tarýk Akan,Undirected
4344,Bülent Kayabaþ,Tarýk Akan,Undirected
4345,Turgut Boralý,Tarýk Akan,Undirected
4346,Necdet Tosun,Tarýk Akan,Undirected
4347,Deniz Erkanat,Gülþen Bubikoðlu,Undirected
4348,Nevzat Okçugil,Deniz Erkanat,Undirected
4349,Nubar Terziyan,Deniz Erkanat,Undirected
4350,Renan Fosforoðlu,Deniz Erkanat,Undirected
4351,Necdet Tosun,Deniz Erkanat,Undirected
4352,Necdet Tosun,Bülent Kayabaþ,Undirected
4353,Mürüvvet Sim,Nevzat Okçugil,Undirected
4354,Necdet Tosun,Nevzat Okçugil,Undirected
4355,Sami Hazinses,Nevzat Okçugil,Undirected
4356,Nubar Terziyan,Turgut Boralý,Undirected
4357,Necdet Tosun,Turgut Boralý,Undirected
4358,Renan Fosforoðlu,Mürüvvet Sim,Undirected
4359,Necdet Tosun,Renan Fosforoðlu,Undirected
4360,Sami Hazinses,Renan Fosforoðlu,Undirected
4361,Meral Zeren,Tarýk Akan,Undirected
4362,Suna Keskin,Tarýk Akan,Undirected
4363,Gülistan Güzey,Tarýk Akan,Undirected
4364,Halit Akçatepe,Tarýk Akan,Undirected
4365,Sevinç Pekin,Tarýk Akan,Undirected
4366,Fatma Belgen,Meral Zeren,Undirected
4367,Suna Keskin,Meral Zeren,Undirected
4368,Münir Özkul,Meral Zeren,Undirected
4369,Gülistan Güzey,Meral Zeren,Undirected
4370,Halit Akçatepe,Meral Zeren,Undirected
4371,Cevat Kurtuluþ,Meral Zeren,Undirected
4372,Mürüvvet Sim,Meral Zeren,Undirected
4373,Sevinç Pekin,Meral Zeren,Undirected
4374,Suna Keskin,Fatma Belgen,Undirected
4375,Hulusi Kentmen,Fatma Belgen,Undirected
4376,Gülistan Güzey,Fatma Belgen,Undirected
4377,Halit Akçatepe,Fatma Belgen,Undirected
4378,Cevat Kurtuluþ,Fatma Belgen,Undirected
4379,Mürüvvet Sim,Fatma Belgen,Undirected
4380,Sevinç Pekin,Fatma Belgen,Undirected
4381,Münir Özkul,Suna Keskin,Undirected
4382,Hulusi Kentmen,Suna Keskin,Undirected
4383,Gülistan Güzey,Suna Keskin,Undirected
4384,Halit Akçatepe,Suna Keskin,Undirected
4385,Cevat Kurtuluþ,Suna Keskin,Undirected
4386,Mürüvvet Sim,Suna Keskin,Undirected
4387,Sevinç Pekin,Suna Keskin,Undirected
4388,Gülistan Güzey,Münir Özkul,Undirected
4389,Halit Akçatepe,Münir Özkul,Undirected
4390,Mürüvvet Sim,Münir Özkul,Undirected
4391,Sevinç Pekin,Münir Özkul,Undirected
4392,Gülistan Güzey,Hulusi Kentmen,Undirected
4393,Halit Akçatepe,Hulusi Kentmen,Undirected
4394,Sevinç Pekin,Hulusi Kentmen,Undirected
4395,Halit Akçatepe,Gülistan Güzey,Undirected
4396,Cevat Kurtuluþ,Gülistan Güzey,Undirected
4397,Mürüvvet Sim,Gülistan Güzey,Undirected
4398,Sevinç Pekin,Gülistan Güzey,Undirected
4399,Cevat Kurtuluþ,Halit Akçatepe,Undirected
4400,Mürüvvet Sim,Halit Akçatepe,Undirected
4401,Sevinç Pekin,Halit Akçatepe,Undirected
4402,Sevinç Pekin,Cevat Kurtuluþ,Undirected
4403,Sevinç Pekin,Mürüvvet Sim,Undirected
4404,Filiz Akýn,Cüneyt Arkýn,Undirected
4405,Cemil Þahbaz,Cüneyt Arkýn,Undirected
4406,Erol Taþ,Cüneyt Arkýn,Undirected
4407,Yavuz Selekman,Cüneyt Arkýn,Undirected
4408,Semih Sezerli,Cüneyt Arkýn,Undirected
4409,Yusuf Sezgin,Cüneyt Arkýn,Undirected
4410,Ekrem Gökkaya,Cüneyt Arkýn,Undirected
4411,Ýhsan Gedik,Cüneyt Arkýn,Undirected
4412,Kadir Kök,Cüneyt Arkýn,Undirected
4413,Cemil Þahbaz,Filiz Akýn,Undirected
4414,Erol Taþ,Filiz Akýn,Undirected
4415,Yavuz Selekman,Filiz Akýn,Undirected
4416,Semih Sezerli,Filiz Akýn,Undirected
4417,Turgut Özatay,Filiz Akýn,Undirected
4418,Yusuf Sezgin,Filiz Akýn,Undirected
4419,Ekrem Gökkaya,Filiz Akýn,Undirected
4420,Ýhsan Gedik,Filiz Akýn,Undirected
4421,Kadir Kök,Filiz Akýn,Undirected
4422,Erol Taþ,Cemil Þahbaz,Undirected
4423,Yavuz Selekman,Cemil Þahbaz,Undirected
4424,Semih Sezerli,Cemil Þahbaz,Undirected
4425,Turgut Özatay,Cemil Þahbaz,Undirected
4426,Yusuf Sezgin,Cemil Þahbaz,Undirected
4427,Ekrem Gökkaya,Cemil Þahbaz,Undirected
4428,Ýhsan Gedik,Cemil Þahbaz,Undirected
4429,Kadir Kök,Cemil Þahbaz,Undirected
4430,Yavuz Selekman,Erol Taþ,Undirected
4431,Semih Sezerli,Erol Taþ,Undirected
4432,Turgut Özatay,Erol Taþ,Undirected
4433,Yusuf Sezgin,Erol Taþ,Undirected
4434,Ekrem Gökkaya,Erol Taþ,Undirected
4435,Ýhsan Gedik,Erol Taþ,Undirected
4436,Kadir Kök,Erol Taþ,Undirected
4437,Semih Sezerli,Yavuz Selekman,Undirected
4438,Turgut Özatay,Yavuz Selekman,Undirected
4439,Yusuf Sezgin,Yavuz Selekman,Undirected
4440,Ekrem Gökkaya,Yavuz Selekman,Undirected
4441,Ýhsan Gedik,Yavuz Selekman,Undirected
4442,Kadir Kök,Yavuz Selekman,Undirected
4443,Turgut Özatay,Semih Sezerli,Undirected
4444,Yusuf Sezgin,Semih Sezerli,Undirected
4445,Ekrem Gökkaya,Semih Sezerli,Undirected
4446,Ýhsan Gedik,Semih Sezerli,Undirected
4447,Kadir Kök,Semih Sezerli,Undirected
4448,Yusuf Sezgin,Turgut Özatay,Undirected
4449,Ekrem Gökkaya,Turgut Özatay,Undirected
4450,Kadir Kök,Turgut Özatay,Undirected
4451,Ekrem Gökkaya,Yusuf Sezgin,Undirected
4452,Ýhsan Gedik,Yusuf Sezgin,Undirected
4453,Kadir Kök,Yusuf Sezgin,Undirected
4454,Ýhsan Gedik,Ekrem Gökkaya,Undirected
4455,Kadir Kök,Ekrem Gökkaya,Undirected
4456,Uður Say,Filiz Akýn,Undirected
4457,Birtane Güngör,Filiz Akýn,Undirected
4458,Turgut Boralý,Filiz Akýn,Undirected
4459,Ayla Arslancan,Filiz Akýn,Undirected
4460,Mümtaz Ener,Filiz Akýn,Undirected
4461,Cevat Kurtuluþ,Filiz Akýn,Undirected
4462,Sabahat Ýzgü,Filiz Akýn,Undirected
4463,Faik Coþkun,Filiz Akýn,Undirected
4464,Ahmet Turgutlu,Filiz Akýn,Undirected
4465,Birtane Güngör,Uður Say,Undirected
4466,Turgut Boralý,Uður Say,Undirected
4467,Ayla Arslancan,Uður Say,Undirected
4468,Mümtaz Ener,Uður Say,Undirected
4469,Cevat Kurtuluþ,Uður Say,Undirected
4470,Sabahat Ýzgü,Uður Say,Undirected
4471,Faik Coþkun,Uður Say,Undirected
4472,Ahmet Turgutlu,Uður Say,Undirected
4473,Turgut Boralý,Birtane Güngör,Undirected
4474,Ayla Arslancan,Birtane Güngör,Undirected
4475,Mümtaz Ener,Birtane Güngör,Undirected
4476,Cevat Kurtuluþ,Birtane Güngör,Undirected
4477,Sabahat Ýzgü,Birtane Güngör,Undirected
4478,Faik Coþkun,Birtane Güngör,Undirected
4479,Ahmet Turgutlu,Birtane Güngör,Undirected
4480,Ayla Arslancan,Turgut Boralý,Undirected
4481,Sabahat Ýzgü,Turgut Boralý,Undirected
4482,Faik Coþkun,Turgut Boralý,Undirected
4483,Mümtaz Ener,Ayla Arslancan,Undirected
4484,Cevat Kurtuluþ,Ayla Arslancan,Undirected
4485,Sabahat Ýzgü,Ayla Arslancan,Undirected
4486,Faik Coþkun,Ayla Arslancan,Undirected
4487,Ahmet Turgutlu,Ayla Arslancan,Undirected
4488,Sabahat Ýzgü,Mümtaz Ener,Undirected
4489,Faik Coþkun,Mümtaz Ener,Undirected
4490,Ahmet Turgutlu,Mümtaz Ener,Undirected
4491,Sabahat Ýzgü,Cevat Kurtuluþ,Undirected
4492,Faik Coþkun,Cevat Kurtuluþ,Undirected
4493,Faik Coþkun,Sabahat Ýzgü,Undirected
4494,Ahmet Turgutlu,Sabahat Ýzgü,Undirected
4495,Ahmet Turgutlu,Faik Coþkun,Undirected
4496,Deniz Erkanat,Cüneyt Arkýn,Undirected
4497,Cevat Kurtuluþ,Cüneyt Arkýn,Undirected
4498,Sedef Ecer,Cüneyt Arkýn,Undirected
4499,Necdet Tosun,Cüneyt Arkýn,Undirected
4500,Deniz Erkanat,Filiz Akýn,Undirected
4501,Hulusi Kentmen,Filiz Akýn,Undirected
4502,Kayhan Yýldýzoðlu,Filiz Akýn,Undirected
4503,Sami Hazinses,Filiz Akýn,Undirected
4504,Mürüvvet Sim,Filiz Akýn,Undirected
4505,Sedef Ecer,Filiz Akýn,Undirected
4506,Necdet Tosun,Filiz Akýn,Undirected
4507,Nubar Terziyan,Filiz Akýn,Undirected
4508,Sedef Ecer,Deniz Erkanat,Undirected
4509,Sedef Ecer,Kayhan Yýldýzoðlu,Undirected
4510,Nubar Terziyan,Kayhan Yýldýzoðlu,Undirected
4511,Sedef Ecer,Sami Hazinses,Undirected
4512,Sedef Ecer,Cevat Kurtuluþ,Undirected
4513,Sedef Ecer,Mürüvvet Sim,Undirected
4514,Necdet Tosun,Sedef Ecer,Undirected
4515,Nubar Terziyan,Sedef Ecer,Undirected
4516,Filiz Akýn,Ýlker Ýnanoðlu,Undirected
4517,Ediz Hun,Ýlker Ýnanoðlu,Undirected
4518,Turgut Özatay,Ýlker Ýnanoðlu,Undirected
4519,Mürüvvet Sim,Ýlker Ýnanoðlu,Undirected
4520,Önder Somer,Ýlker Ýnanoðlu,Undirected
4521,Kadir Savun,Ýlker Ýnanoðlu,Undirected
4522,Hulusi Kentmen,Ýlker Ýnanoðlu,Undirected
4523,Ergun Köknar,Ýlker Ýnanoðlu,Undirected
4524,Necdet Tosun,Ýlker Ýnanoðlu,Undirected
4525,Kayhan Yýldýzoðlu,Ýlker Ýnanoðlu,Undirected
4526,Cevat Kurtuluþ,Ýlker Ýnanoðlu,Undirected
4527,Nubar Terziyan,Ýlker Ýnanoðlu,Undirected
4528,Feridun Çölgeçen,Ýlker Ýnanoðlu,Undirected
4529,Gülten Ceylan,Ýlker Ýnanoðlu,Undirected
4530,Ediz Hun,Filiz Akýn,Undirected
4531,Önder Somer,Filiz Akýn,Undirected
4532,Kadir Savun,Filiz Akýn,Undirected
4533,Ergun Köknar,Filiz Akýn,Undirected
4534,Feridun Çölgeçen,Filiz Akýn,Undirected
4535,Gülten Ceylan,Filiz Akýn,Undirected
4536,Turgut Özatay,Ediz Hun,Undirected
4537,Mürüvvet Sim,Ediz Hun,Undirected
4538,Önder Somer,Ediz Hun,Undirected
4539,Kadir Savun,Ediz Hun,Undirected
4540,Hulusi Kentmen,Ediz Hun,Undirected
4541,Ergun Köknar,Ediz Hun,Undirected
4542,Necdet Tosun,Ediz Hun,Undirected
4543,Kayhan Yýldýzoðlu,Ediz Hun,Undirected
4544,Cevat Kurtuluþ,Ediz Hun,Undirected
4545,Gülten Ceylan,Ediz Hun,Undirected
4546,Mürüvvet Sim,Turgut Özatay,Undirected
4547,Önder Somer,Turgut Özatay,Undirected
4548,Kadir Savun,Turgut Özatay,Undirected
4549,Hulusi Kentmen,Turgut Özatay,Undirected
4550,Ergun Köknar,Turgut Özatay,Undirected
4551,Necdet Tosun,Turgut Özatay,Undirected
4552,Kayhan Yýldýzoðlu,Turgut Özatay,Undirected
4553,Cevat Kurtuluþ,Turgut Özatay,Undirected
4554,Nubar Terziyan,Turgut Özatay,Undirected
4555,Feridun Çölgeçen,Turgut Özatay,Undirected
4556,Gülten Ceylan,Turgut Özatay,Undirected
4557,Önder Somer,Mürüvvet Sim,Undirected
4558,Kadir Savun,Mürüvvet Sim,Undirected
4559,Ergun Köknar,Mürüvvet Sim,Undirected
4560,Kadir Savun,Önder Somer,Undirected
4561,Hulusi Kentmen,Önder Somer,Undirected
4562,Ergun Köknar,Önder Somer,Undirected
4563,Necdet Tosun,Önder Somer,Undirected
4564,Kayhan Yýldýzoðlu,Önder Somer,Undirected
4565,Cevat Kurtuluþ,Önder Somer,Undirected
4566,Nubar Terziyan,Önder Somer,Undirected
4567,Feridun Çölgeçen,Önder Somer,Undirected
4568,Gülten Ceylan,Önder Somer,Undirected
4569,Hulusi Kentmen,Kadir Savun,Undirected
4570,Ergun Köknar,Kadir Savun,Undirected
4571,Necdet Tosun,Kadir Savun,Undirected
4572,Kayhan Yýldýzoðlu,Kadir Savun,Undirected
4573,Cevat Kurtuluþ,Kadir Savun,Undirected
4574,Feridun Çölgeçen,Kadir Savun,Undirected
4575,Gülten Ceylan,Kadir Savun,Undirected
4576,Ergun Köknar,Hulusi Kentmen,Undirected
4577,Gülten Ceylan,Hulusi Kentmen,Undirected
4578,Necdet Tosun,Ergun Köknar,Undirected
4579,Kayhan Yýldýzoðlu,Ergun Köknar,Undirected
4580,Cevat Kurtuluþ,Ergun Köknar,Undirected
4581,Nubar Terziyan,Ergun Köknar,Undirected
4582,Feridun Çölgeçen,Ergun Köknar,Undirected
4583,Gülten Ceylan,Ergun Köknar,Undirected
4584,Feridun Çölgeçen,Kayhan Yýldýzoðlu,Undirected
4585,Gülten Ceylan,Cevat Kurtuluþ,Undirected
4586,Gülten Ceylan,Nubar Terziyan,Undirected
4587,Gülten Ceylan,Feridun Çölgeçen,Undirected
4588,Kartal Tibet,Filiz Akýn,Undirected
4589,Cihangir Gaffari,Filiz Akýn,Undirected
4590,Sevgi Can,Filiz Akýn,Undirected
4591,Gülgün Erdem,Filiz Akýn,Undirected
4592,Mualla Sürer,Filiz Akýn,Undirected
4593,Sadettin Düzgün,Filiz Akýn,Undirected
4594,Cihangir Gaffari,Kartal Tibet,Undirected
4595,Sevgi Can,Kartal Tibet,Undirected
4596,Gülgün Erdem,Kartal Tibet,Undirected
4597,Mualla Sürer,Kartal Tibet,Undirected
4598,Faik Coþkun,Kartal Tibet,Undirected
4599,Cevat Kurtuluþ,Kartal Tibet,Undirected
4600,Sadettin Düzgün,Kartal Tibet,Undirected
4601,Sevgi Can,Cihangir Gaffari,Undirected
4602,Gülgün Erdem,Cihangir Gaffari,Undirected
4603,Necdet Tosun,Cihangir Gaffari,Undirected
4604,Mualla Sürer,Cihangir Gaffari,Undirected
4605,Faik Coþkun,Cihangir Gaffari,Undirected
4606,Cevat Kurtuluþ,Cihangir Gaffari,Undirected
4607,Sadettin Düzgün,Cihangir Gaffari,Undirected
4608,Gülgün Erdem,Sevgi Can,Undirected
4609,Necdet Tosun,Sevgi Can,Undirected
4610,Mualla Sürer,Sevgi Can,Undirected
4611,Faik Coþkun,Sevgi Can,Undirected
4612,Cevat Kurtuluþ,Sevgi Can,Undirected
4613,Sadettin Düzgün,Sevgi Can,Undirected
4614,Necdet Tosun,Gülgün Erdem,Undirected
4615,Mualla Sürer,Gülgün Erdem,Undirected
4616,Faik Coþkun,Gülgün Erdem,Undirected
4617,Cevat Kurtuluþ,Gülgün Erdem,Undirected
4618,Sadettin Düzgün,Gülgün Erdem,Undirected
4619,Mualla Sürer,Necdet Tosun,Undirected
4620,Faik Coþkun,Necdet Tosun,Undirected
4621,Sadettin Düzgün,Necdet Tosun,Undirected
4622,Faik Coþkun,Mualla Sürer,Undirected
4623,Sadettin Düzgün,Mualla Sürer,Undirected
4624,Sadettin Düzgün,Faik Coþkun,Undirected
4625,Sadettin Düzgün,Cevat Kurtuluþ,Undirected
4626,Zeki Alpan,Kartal Tibet,Undirected
4627,Süha Doðan,Kartal Tibet,Undirected
4628,Zeki Alpan,Filiz Akýn,Undirected
4629,Süha Doðan,Filiz Akýn,Undirected
4630,Hulusi Kentmen,Cihangir Gaffari,Undirected
4631,Mürüvvet Sim,Cihangir Gaffari,Undirected
4632,Sami Hazinses,Cihangir Gaffari,Undirected
4633,Zeki Alpan,Cihangir Gaffari,Undirected
4634,Süha Doðan,Cihangir Gaffari,Undirected
4635,Gülgün Erdem,Hulusi Kentmen,Undirected
4636,Süha Doðan,Hulusi Kentmen,Undirected
4637,Gülgün Erdem,Mürüvvet Sim,Undirected
4638,Zeki Alpan,Mürüvvet Sim,Undirected
4639,Süha Doðan,Mürüvvet Sim,Undirected
4640,Gülgün Erdem,Sami Hazinses,Undirected
4641,Zeki Alpan,Sami Hazinses,Undirected
4642,Süha Doðan,Sami Hazinses,Undirected
4643,Zeki Alpan,Necdet Tosun,Undirected
4644,Süha Doðan,Necdet Tosun,Undirected
4645,Zeki Alpan,Gülgün Erdem,Undirected
4646,Süha Doðan,Gülgün Erdem,Undirected
4647,Süha Doðan,Zeki Alpan,Undirected
4648,Uður Dündar,Hülya Koçyiðit,Undirected
4649,Adile Naþit,Hülya Koçyiðit,Undirected
4650,Ýhsan Yüce,Hülya Koçyiðit,Undirected
4651,Aydan Adan,Hülya Koçyiðit,Undirected
4652,Erol Batýbeki,Hülya Koçyiðit,Undirected
4653,Bilge Zobu,Hülya Koçyiðit,Undirected
4654,Þevket Altuð,Hülya Koçyiðit,Undirected
4655,Ekrem Dümer,Hülya Koçyiðit,Undirected
4656,Orhan Aydýnbaþ,Hülya Koçyiðit,Undirected
4657,Ýlhan Hemþeri,Hülya Koçyiðit,Undirected
4658,Muammer Gözalan,Hülya Koçyiðit,Undirected
4659,Meral Kurtuluþ,Hülya Koçyiðit,Undirected
4660,Adile Naþit,Uður Dündar,Undirected
4661,Ýhsan Yüce,Uður Dündar,Undirected
4662,Aydan Adan,Uður Dündar,Undirected
4663,Erol Batýbeki,Uður Dündar,Undirected
4664,Bilge Zobu,Uður Dündar,Undirected
4665,Þevket Altuð,Uður Dündar,Undirected
4666,Ekrem Dümer,Uður Dündar,Undirected
4667,Orhan Aydýnbaþ,Uður Dündar,Undirected
4668,Ýlhan Hemþeri,Uður Dündar,Undirected
4669,Muammer Gözalan,Uður Dündar,Undirected
4670,Meral Kurtuluþ,Uður Dündar,Undirected
4671,Aydan Adan,Adile Naþit,Undirected
4672,Erol Batýbeki,Adile Naþit,Undirected
4673,Þevket Altuð,Adile Naþit,Undirected
4674,Ekrem Dümer,Adile Naþit,Undirected
4675,Orhan Aydýnbaþ,Adile Naþit,Undirected
4676,Muammer Gözalan,Adile Naþit,Undirected
4677,Meral Kurtuluþ,Adile Naþit,Undirected
4678,Aydan Adan,Ýhsan Yüce,Undirected
4679,Erol Batýbeki,Ýhsan Yüce,Undirected
4680,Orhan Aydýnbaþ,Ýhsan Yüce,Undirected
4681,Ýlhan Hemþeri,Ýhsan Yüce,Undirected
4682,Muammer Gözalan,Ýhsan Yüce,Undirected
4683,Meral Kurtuluþ,Ýhsan Yüce,Undirected
4684,Erol Batýbeki,Aydan Adan,Undirected
4685,Bilge Zobu,Aydan Adan,Undirected
4686,Þevket Altuð,Aydan Adan,Undirected
4687,Ekrem Dümer,Aydan Adan,Undirected
4688,Orhan Aydýnbaþ,Aydan Adan,Undirected
4689,Ýlhan Hemþeri,Aydan Adan,Undirected
4690,Muammer Gözalan,Aydan Adan,Undirected
4691,Meral Kurtuluþ,Aydan Adan,Undirected
4692,Bilge Zobu,Erol Batýbeki,Undirected
4693,Þevket Altuð,Erol Batýbeki,Undirected
4694,Ekrem Dümer,Erol Batýbeki,Undirected
4695,Orhan Aydýnbaþ,Erol Batýbeki,Undirected
4696,Ýlhan Hemþeri,Erol Batýbeki,Undirected
4697,Muammer Gözalan,Erol Batýbeki,Undirected
4698,Meral Kurtuluþ,Erol Batýbeki,Undirected
4699,Orhan Aydýnbaþ,Bilge Zobu,Undirected
4700,Ýlhan Hemþeri,Bilge Zobu,Undirected
4701,Meral Kurtuluþ,Bilge Zobu,Undirected
4702,Orhan Aydýnbaþ,Þevket Altuð,Undirected
4703,Ýlhan Hemþeri,Þevket Altuð,Undirected
4704,Muammer Gözalan,Þevket Altuð,Undirected
4705,Meral Kurtuluþ,Þevket Altuð,Undirected
4706,Orhan Aydýnbaþ,Ekrem Dümer,Undirected
4707,Ýlhan Hemþeri,Ekrem Dümer,Undirected
4708,Muammer Gözalan,Ekrem Dümer,Undirected
4709,Meral Kurtuluþ,Ekrem Dümer,Undirected
4710,Ýlhan Hemþeri,Orhan Aydýnbaþ,Undirected
4711,Muammer Gözalan,Orhan Aydýnbaþ,Undirected
4712,Meral Kurtuluþ,Orhan Aydýnbaþ,Undirected
4713,Muammer Gözalan,Ýlhan Hemþeri,Undirected
4714,Meral Kurtuluþ,Ýlhan Hemþeri,Undirected
4715,Meral Kurtuluþ,Muammer Gözalan,Undirected
4716,Oya Peri,Hülya Koçyiðit,Undirected
4717,Diclehan Baban,Hülya Koçyiðit,Undirected
4718,Nevzat Okçugil,Hülya Koçyiðit,Undirected
4719,Ýsmail Hakký Þen,Hülya Koçyiðit,Undirected
4720,Ayþin Atav,Hülya Koçyiðit,Undirected
4721,Kayhan Yýldýzoðlu,Hülya Koçyiðit,Undirected
4722,Nermin Özses,Hülya Koçyiðit,Undirected
4723,Osman Alyanak,Hülya Koçyiðit,Undirected
4724,Diclehan Baban,Ýzzet Günay,Undirected
4725,Nevzat Okçugil,Ýzzet Günay,Undirected
4726,Ýsmail Hakký Þen,Ýzzet Günay,Undirected
4727,Ayþin Atav,Ýzzet Günay,Undirected
4728,Nermin Özses,Ýzzet Günay,Undirected
4729,Osman Alyanak,Ýzzet Günay,Undirected
4730,Hulusi Kentmen,Oya Peri,Undirected
4731,Diclehan Baban,Oya Peri,Undirected
4732,Nevzat Okçugil,Oya Peri,Undirected
4733,Ýsmail Hakký Þen,Oya Peri,Undirected
4734,Ayþin Atav,Oya Peri,Undirected
4735,Cevat Kurtuluþ,Oya Peri,Undirected
4736,Nermin Özses,Oya Peri,Undirected
4737,Osman Alyanak,Oya Peri,Undirected
4738,Diclehan Baban,Hulusi Kentmen,Undirected
4739,Ýsmail Hakký Þen,Hulusi Kentmen,Undirected
4740,Ayþin Atav,Hulusi Kentmen,Undirected
4741,Nevzat Okçugil,Diclehan Baban,Undirected
4742,Ýsmail Hakký Þen,Diclehan Baban,Undirected
4743,Ayþin Atav,Diclehan Baban,Undirected
4744,Kayhan Yýldýzoðlu,Diclehan Baban,Undirected
4745,Cevat Kurtuluþ,Diclehan Baban,Undirected
4746,Nermin Özses,Diclehan Baban,Undirected
4747,Osman Alyanak,Diclehan Baban,Undirected
4748,Ýsmail Hakký Þen,Nevzat Okçugil,Undirected
4749,Ayþin Atav,Nevzat Okçugil,Undirected
4750,Kayhan Yýldýzoðlu,Nevzat Okçugil,Undirected
4751,Nermin Özses,Nevzat Okçugil,Undirected
4752,Ayþin Atav,Ýsmail Hakký Þen,Undirected
4753,Kayhan Yýldýzoðlu,Ýsmail Hakký Þen,Undirected
4754,Cevat Kurtuluþ,Ýsmail Hakký Þen,Undirected
4755,Kayhan Yýldýzoðlu,Ayþin Atav,Undirected
4756,Cevat Kurtuluþ,Ayþin Atav,Undirected
4757,Nermin Özses,Ayþin Atav,Undirected
4758,Osman Alyanak,Ayþin Atav,Undirected
4759,Nermin Özses,Kayhan Yýldýzoðlu,Undirected
4760,Nermin Özses,Cevat Kurtuluþ,Undirected
4761,Osman Alyanak,Cevat Kurtuluþ,Undirected
4762,Hulusi Kentmen,Kadir Ýnanýr,Undirected
4763,Cevat Kurtuluþ,Kadir Ýnanýr,Undirected
4764,Bilge Zobu,Kadir Ýnanýr,Undirected
4765,Handan Adalý,Kadir Ýnanýr,Undirected
4766,Günay Güner,Kadir Ýnanýr,Undirected
4767,Ahmet Turgutlu,Kadir Ýnanýr,Undirected
4768,Meral Kurtuluþ,Kadir Ýnanýr,Undirected
4769,Ali Þen,Hülya Koçyiðit,Undirected
4770,Handan Adalý,Hülya Koçyiðit,Undirected
4771,Günay Güner,Hülya Koçyiðit,Undirected
4772,Ahmet Turgutlu,Hülya Koçyiðit,Undirected
4773,Cevat Kurtuluþ,Ali Þen,Undirected
4774,Meral Kurtuluþ,Ali Þen,Undirected
4775,Handan Adalý,Hulusi Kentmen,Undirected
4776,Günay Güner,Hulusi Kentmen,Undirected
4777,Meral Kurtuluþ,Hulusi Kentmen,Undirected
4778,Bilge Zobu,Cevat Kurtuluþ,Undirected
